aX,aY,aZ,gX,gY,gZ
0.835,-0.367,4.000,275.635,-6.165,14.160
0.870,-0.151,3.978,203.674,-2.319,2.319
1.056,0.020,3.528,148.315,19.104,-10.681
1.171,0.158,3.068,108.643,42.603,-12.207
1.114,0.254,2.710,80.566,52.246,-0.061
0.977,0.307,2.531,70.251,49.744,20.447
0.432,0.259,2.461,73.242,33.997,42.664
0.495,0.088,2.348,85.449,35.583,45.776
0.487,0.129,2.669,134.277,21.240,58.594
-0.296,0.274,2.891,160.522,-24.902,81.787
-0.496,0.200,2.484,86.243,-12.146,60.608
-0.256,0.117,1.936,8.667,48.096,25.269
0.002,0.007,1.600,-14.832,92.651,-4.639
0.149,-0.078,1.357,-17.517,92.407,-20.691
0.245,-0.136,1.125,-25.513,64.026,-21.912
0.293,-0.115,0.980,-30.945,23.437,-20.569
0.356,-0.076,0.887,-27.954,-9.766,-21.667
0.431,-0.030,0.811,-25.330,-28.809,-21.851
0.506,-0.009,0.720,-26.367,-36.255,-18.738
0.527,0.014,0.662,-26.428,-35.400,-13.794
0.519,0.028,0.650,-21.423,-29.724,-8.789
0.503,0.042,0.673,-15.381,-21.912,-4.761
0.466,0.067,0.719,-10.742,-15.381,-2.991
0.449,0.096,0.765,-7.507,-8.118,-3.601
0.460,0.129,0.830,-6.042,-1.465,-6.165
0.477,0.173,0.883,-6.836,0.977,-9.521
0.495,0.214,0.879,-8.545,1.709,-7.629
0.525,0.157,0.853,-10.254,5.371,-3.845
0.518,0.171,0.814,-14.771,-4.883,-3.845
0.476,0.203,0.810,-20.203,-22.156,-2.808
0.452,0.211,0.797,-22.522,-30.212,1.038
0.461,0.178,0.773,-21.484,-28.198,4.456
0.500,0.160,0.755,-20.264,-24.902,4.883
0.506,0.165,0.756,-20.020,-26.184,5.920
0.488,0.178,0.775,-19.653,-27.954,9.094
0.479,0.174,0.793,-18.066,-26.611,12.878
0.458,0.153,0.814,-15.808,-25.024,16.479
0.420,0.156,0.847,-13.916,-25.330,18.860
0.385,0.159,0.875,-13.062,-26.062,16.846
0.365,0.163,0.876,-14.404,-26.550,12.268
0.366,0.163,0.865,-16.357,-27.161,8.667
0.370,0.167,0.849,-17.212,-27.893,6.287
0.383,0.169,0.838,-16.357,-27.954,4.822
0.399,0.171,0.833,-14.648,-26.367,3.113
0.413,0.176,0.831,-13.550,-21.912,1.099
0.415,0.182,0.836,-12.695,-13.489,-0.366
0.418,0.184,0.842,-10.620,-2.747,-0.977
0.416,0.191,0.854,-8.179,6.531,-0.305
0.416,0.200,0.871,-7.629,14.038,0.488
0.419,0.220,0.898,-7.324,20.020,0.366
0.421,0.225,0.914,-7.019,24.048,-0.122
0.427,0.223,0.915,-7.751,25.085,-0.366
0.435,0.221,0.901,-9.216,22.583,0.183
0.441,0.211,0.880,-10.681,17.639,1.709
0.435,0.210,0.858,-11.353,10.803,3.052
0.427,0.204,0.839,-10.437,3.784,4.150
0.416,0.202,0.823,-9.216,-1.892,5.066
0.406,0.202,0.811,-8.118,-5.188,5.310
0.397,0.201,0.803,-6.348,-7.324,5.554
0.386,0.200,0.805,-3.967,-9.338,6.165
0.371,0.200,0.818,-2.197,-11.719,6.287
0.351,0.202,0.834,-0.977,-14.282,6.226
0.341,0.205,0.856,-0.732,-16.479,5.981
0.335,0.202,0.873,-1.343,-18.921,5.676
0.328,-1.626,2.151,555.420,-8.911,-160.095
0.431,-1.529,3.187,557.922,-13.306,-150.391
0.505,-1.338,4.000,523.071,-20.508,-144.287
0.550,-1.091,4.000,448.425,-22.705,-147.705
0.654,-0.852,4.000,354.980,-14.038,-160.156
0.766,-0.625,4.000,272.583,5.066,-175.537
0.905,-0.518,4.000,206.421,33.447,-185.852
0.688,-0.110,4.000,148.315,60.547,-195.984
1.001,0.172,4.000,103.699,119.568,-206.787
1.140,0.518,4.000,49.927,135.254,-201.172
1.099,0.663,4.000,-11.475,117.310,-183.289
0.986,0.657,3.967,-63.477,98.816,-173.706
1.092,0.610,3.545,-109.802,88.745,-177.490
1.280,0.535,3.069,-153.687,94.910,-167.908
1.256,0.431,2.655,-189.148,95.764,-138.123
1.047,0.353,2.390,-210.632,85.876,-110.229
0.946,0.354,2.309,-218.872,71.960,-96.619
1.016,0.388,2.348,-223.511,55.420,-91.614
1.117,0.402,2.351,-237.061,39.795,-85.632
1.139,0.398,2.246,-265.869,32.043,-76.172
1.115,0.344,1.992,-304.016,34.058,-65.552
1.100,0.265,1.672,-342.346,42.664,-55.237
1.115,0.190,1.362,-371.155,56.030,-45.044
1.165,0.115,1.109,-391.846,67.322,-33.142
1.163,0.044,0.891,-410.278,74.158,-17.090
1.085,-0.070,0.652,-427.734,81.543,0.671
1.017,-0.201,0.345,-443.481,93.201,15.503
0.978,-0.316,-0.018,-454.407,103.760,26.672
0.954,-0.388,-0.375,-455.078,106.873,38.269
0.936,-0.439,-0.714,-444.519,100.037,54.138
0.884,-0.460,-1.018,-422.913,82.092,74.768
0.795,-0.463,-1.258,-393.188,57.678,95.398
0.687,-0.479,-1.427,-356.445,36.438,111.755
0.564,-0.508,-1.543,-315.857,26.672,120.972
0.448,-0.583,-1.641,-273.682,31.921,122.131
0.360,-0.721,-1.735,-234.436,51.147,117.188
0.332,-0.900,-1.871,-196.655,78.064,106.567
0.336,-1.036,-2.104,-157.104,102.783,92.529
0.385,-1.087,-2.354,-111.084,124.390,79.041
0.432,-1.076,-2.535,-52.002,140.503,69.519
0.447,-1.083,-2.549,20.630,150.513,67.383
0.467,-1.099,-2.412,101.257,156.677,69.763
0.487,-1.180,-2.092,184.082,164.673,74.280
0.522,-1.302,-1.696,260.132,173.218,78.674
0.562,-1.426,-1.333,322.510,183.838,82.825
0.570,-1.560,-1.041,369.141,195.068,87.769
0.560,-1.703,-0.777,409.058,201.660,91.553
0.523,-1.825,-0.453,446.777,200.195,92.285
0.551,-1.903,-0.026,479.675,194.214,88.440
0.626,-1.909,0.493,503.296,188.477,80.017
0.744,-1.856,1.075,512.878,182.068,71.533
0.858,-1.752,1.607,509.583,169.983,71.228
0.731,-1.637,2.101,499.878,145.874,85.815
0.445,-1.511,2.583,485.168,108.398,107.483
0.122,-1.311,3.235,465.942,58.594,124.207
-0.267,-0.994,3.973,430.908,7.812,129.028
-0.450,-0.626,4.000,364.014,-12.939,110.535
-0.288,-0.282,4.000,266.724,8.850,69.214
-0.042,-0.081,4.000,168.701,62.378,26.794
0.163,-0.021,3.553,98.999,124.512,3.296
0.137,0.057,3.110,64.514,155.457,3.723
0.003,0.137,2.892,54.321,149.292,12.939
-0.148,0.223,2.852,56.335,120.361,19.897
-0.422,0.254,2.763,55.786,86.975,20.691
-0.233,0.383,2.567,47.363,69.458,12.024
-0.146,0.201,2.321,31.799,65.857,10.803
-0.157,0.252,2.035,11.292,46.326,-1.160
-0.186,0.260,1.788,-4.517,27.161,-5.127
0.021,0.155,1.538,0.061,48.767,-5.188
0.167,0.122,1.461,5.554,56.519,-5.188
0.202,0.151,1.488,4.944,44.312,-2.014
0.248,0.165,1.451,-3.784,31.128,-0.854
0.287,0.159,1.329,-18.616,20.813,-0.061
0.333,0.153,1.169,-32.104,11.414,0.000
0.371,0.153,1.010,-39.917,2.258,0.122
0.392,0.154,0.882,-40.894,-5.859,2.136
0.401,0.145,0.781,-36.072,-12.939,5.920
0.379,0.159,0.733,-28.015,-19.165,9.644
0.344,0.168,0.728,-18.188,-23.315,12.817
0.312,0.175,0.755,-9.399,-24.414,14.954
0.283,0.192,0.799,-2.991,-23.621,15.747
0.260,0.205,0.840,-0.916,-21.912,16.113
0.244,0.216,0.871,-1.343,-19.470,15.564
0.225,0.227,0.877,-4.211,-16.479,14.221
0.253,0.253,0.853,-6.897,-12.756,12.817
0.259,0.216,0.833,-6.897,-7.996,14.709
0.283,0.211,0.813,-7.080,-7.141,12.390
0.265,0.222,0.818,-8.423,-15.381,10.193
0.251,0.235,0.831,-6.775,-22.400,12.756
0.262,0.226,0.831,-3.052,-22.583,16.724
0.257,0.202,0.833,-0.122,-23.193,19.897
0.254,0.195,0.857,0.549,-26.123,19.592
0.222,0.208,0.894,1.099,-29.175,17.578
0.194,0.212,0.930,1.831,-28.442,15.442
0.199,0.213,0.944,1.953,-23.376,12.695
0.220,0.208,0.941,0.183,-17.944,9.094
0.245,0.213,0.935,-0.793,-14.282,5.310
0.259,0.224,0.932,-0.977,-11.780,3.235
0.261,0.226,0.922,-1.831,-9.399,3.540
0.255,0.230,0.911,-3.235,-7.324,4.456
0.253,0.230,0.900,-2.991,-4.272,4.761
0.259,0.237,0.901,-2.441,-0.977,4.944
0.262,0.249,0.911,-1.526,1.221,5.005
0.260,0.255,0.927,-1.099,2.258,5.310
0.255,0.262,0.942,-1.404,2.441,6.226
0.246,0.263,0.957,-2.747,2.258,6.958
0.234,0.260,0.965,-3.906,1.648,7.568
0.231,0.252,0.958,-5.371,1.160,7.996
0.223,0.239,0.942,-6.836,0.122,7.629
0.211,0.245,0.918,-8.789,-3.723,5.737
0.202,0.250,0.894,-10.071,-7.080,4.700
0.212,0.255,0.873,-9.827,-7.324,4.150
0.224,0.255,0.851,-8.301,-4.700,3.540
0.223,0.255,0.837,-7.690,-2.563,3.052
0.214,0.256,0.831,-6.836,-1.770,3.113
0.201,0.251,0.833,-5.066,-1.282,3.723
0.197,0.242,0.837,-3.113,-0.916,3.967
0.195,0.237,0.841,-2.014,-1.343,3.845
0.192,0.237,0.846,0.061,-2.319,3.601
1.044,-1.309,1.892,513.733,14.771,-259.155
1.302,-1.154,2.681,519.836,8.789,-253.235
1.480,-1.015,3.363,484.253,12.146,-234.985
1.585,-0.839,3.936,419.006,24.475,-215.393
1.638,-0.612,4.000,344.299,33.813,-200.012
1.688,-0.387,4.000,263.916,46.448,-191.650
1.913,-0.159,4.000,183.899,70.190,-191.284
1.654,0.093,4.000,120.911,85.754,-195.129
2.281,0.338,4.000,81.909,108.276,-199.768
2.649,0.654,4.000,50.964,99.426,-171.204
2.422,0.948,4.000,3.967,21.851,-121.521
2.133,1.161,4.000,-36.072,-11.047,-85.938
1.968,1.198,4.000,-88.623,13.794,-71.716
1.724,1.036,3.958,-161.133,69.031,-53.650
1.517,0.795,3.481,-223.938,108.398,-31.433
1.303,0.660,3.178,-259.460,113.464,-13.733
1.246,0.582,2.933,-286.438,104.126,-5.310
1.180,0.455,2.605,-317.078,101.624,-0.366
1.149,0.350,2.213,-347.290,108.948,7.080
1.102,0.179,1.781,-371.765,129.700,21.362
1.124,0.035,1.345,-391.479,153.870,38.086
1.104,-0.026,0.974,-402.649,159.790,57.434
0.968,-0.082,0.697,-403.931,143.738,76.721
0.831,-0.142,0.493,-400.146,125.366,91.248
0.758,-0.217,0.305,-396.179,116.516,99.854
0.720,-0.295,0.094,-395.264,112.488,106.018
0.665,-0.383,-0.159,-397.827,107.788,113.586
0.601,-0.468,-0.416,-397.583,98.694,122.009
0.518,-0.528,-0.650,-390.625,83.008,129.517
0.448,-0.560,-0.845,-377.563,65.857,136.963
0.357,-0.589,-1.007,-360.962,52.734,144.592
0.249,-0.626,-1.132,-340.210,47.424,150.085
0.126,-0.656,-1.266,-317.261,48.584,151.062
0.069,-0.672,-1.403,-290.039,52.673,146.912
-0.070,-0.691,-1.476,-255.615,55.847,139.160
-0.149,-0.727,-1.569,-223.450,61.646,127.258
-0.216,-0.776,-1.695,-190.369,71.899,113.403
-0.243,-0.823,-1.876,-152.771,81.665,97.290
-0.256,-0.829,-2.023,-107.788,86.914,79.651
-0.275,-0.822,-2.101,-53.406,86.731,62.439
-0.286,-0.830,-2.087,5.554,84.106,46.509
-0.276,-0.845,-1.984,65.552,80.811,31.799
-0.243,-0.873,-1.829,122.803,77.881,17.761
-0.207,-0.927,-1.635,175.232,77.209,4.700
-0.151,-0.980,-1.436,221.069,78.491,-6.226
-0.089,-1.050,-1.255,260.498,80.444,-15.686
-0.006,-1.137,-1.109,296.021,82.458,-23.315
0.079,-1.226,-0.969,331.482,85.754,-30.396
0.165,-1.313,-0.802,366.821,91.431,-38.635
0.253,-1.399,-0.598,400.818,101.563,-48.584
0.371,-1.462,-0.389,431.274,116.882,-58.899
0.549,-1.523,-0.135,456.543,132.996,-67.993
0.853,-1.536,0.203,480.347,146.301,-73.059
1.231,-1.459,0.741,506.226,149.109,-69.763
1.402,-1.343,1.504,530.090,136.719,-54.565
1.276,-1.207,2.269,529.114,113.403,-31.067
1.016,-1.042,2.797,490.479,88.379,-7.690
0.905,-0.940,2.994,433.838,66.345,3.723
1.004,-0.843,3.097,388.184,42.603,2.869
1.121,-0.693,3.276,365.234,15.076,1.709
1.132,-0.487,3.507,346.863,-3.174,6.775
1.163,-0.202,3.760,316.833,-1.953,14.465
1.088,0.064,3.953,270.630,12.634,23.193
0.950,0.285,3.943,204.163,24.963,28.320
0.818,0.377,3.651,128.479,39.307,28.259
0.772,0.399,3.131,64.941,53.101,25.024
0.663,0.406,2.653,25.940,56.885,22.888
0.732,0.337,2.187,10.986,63.171,25.574
0.743,0.281,1.974,5.981,50.903,33.386
0.488,0.346,1.827,-5.310,-3.662,40.710
0.276,0.340,1.732,-9.460,-31.616,52.979
0.234,0.223,1.552,-3.784,-20.081,55.786
0.259,0.134,1.402,-2.808,-3.113,51.636
0.253,0.141,1.387,2.441,6.287,46.570
0.142,0.177,1.448,9.583,6.348,41.382
0.061,0.181,1.380,0.183,8.606,33.875
0.059,0.154,1.172,-20.813,18.860,24.719
0.104,0.124,0.963,-37.170,28.137,15.808
0.175,0.117,0.788,-42.908,31.189,9.094
0.249,0.115,0.666,-39.368,28.259,7.080
0.315,0.114,0.596,-30.457,18.188,8.606
0.347,0.124,0.576,-19.653,3.906,12.085
0.368,0.129,0.587,-7.690,-8.240,15.747
0.389,0.149,0.631,3.113,-18.127,19.287
0.377,0.185,0.709,11.536,-27.527,23.010
0.345,0.218,0.796,17.029,-34.424,26.123
0.294,0.267,0.863,19.348,-36.743,28.992
0.303,0.232,0.910,19.287,-31.006,29.846
0.317,0.254,0.919,16.174,-29.175,24.597
0.276,0.288,0.961,10.498,-36.987,21.118
0.254,0.318,0.992,5.920,-37.903,19.409
0.263,0.304,1.000,3.845,-28.809,18.127
0.276,0.289,0.991,-0.732,-18.921,14.587
0.290,0.287,0.969,-7.080,-13.489,8.789
0.308,0.283,0.950,-10.986,-9.583,4.639
0.344,0.275,0.937,-13.000,-5.981,2.258
0.389,0.272,0.916,-14.282,-3.113,1.099
0.420,0.268,0.887,-16.296,-2.136,1.465
0.441,0.269,0.868,-16.602,-2.808,2.747
0.451,0.279,0.856,-15.869,-2.686,4.517
0.467,0.275,0.849,-13.489,-0.244,6.592
0.473,0.277,0.840,-12.207,-0.671,7.690
0.437,0.293,0.842,-13.306,-7.385,9.338
0.391,0.304,0.839,-13.550,-12.085,11.536
0.355,0.307,0.841,-11.780,-12.695,12.512
0.333,0.309,0.841,-10.986,-12.207,11.047
0.326,0.313,0.839,-10.986,-12.573,8.301
0.330,0.318,0.832,-10.559,-13.245,6.042
0.332,0.317,0.823,-10.132,-14.099,5.005
0.328,0.311,0.814,-9.216,-15.869,5.005
0.323,0.306,0.809,-7.812,-18.005,5.371
0.325,0.299,0.807,-6.165,-19.592,5.615
0.341,0.300,0.820,-3.906,-19.775,5.798
0.349,0.304,0.835,-2.380,-19.836,6.531
0.346,0.304,0.843,-2.075,-19.287,7.751
0.329,0.304,0.846,-2.502,-18.311,8.850
0.320,0.299,0.846,-2.686,-16.296,9.460
0.316,0.296,0.840,-2.686,-14.954,9.766
0.301,0.294,0.832,-1.831,-14.587,9.949
1.184,-1.844,1.682,479.980,73.242,-300.049
1.449,-1.876,2.489,481.445,35.767,-281.006
1.630,-1.850,3.313,462.524,-13.672,-253.113
1.889,-1.629,4.000,415.771,-57.678,-226.379
2.012,-1.303,4.000,347.412,-91.187,-200.684
2.030,-1.251,4.000,267.334,-102.356,-177.063
1.847,-0.770,4.000,180.481,-96.436,-172.546
1.990,-0.421,4.000,116.455,3.357,-163.330
1.978,-0.182,4.000,51.208,79.895,-140.442
1.669,-0.004,4.000,-17.639,125.000,-111.023
1.488,0.109,4.000,-68.848,155.457,-95.581
1.247,0.198,3.994,-116.394,156.128,-89.478
1.131,0.231,3.720,-170.715,138.550,-86.426
1.106,0.142,3.364,-220.825,137.390,-79.041
1.196,-0.020,2.932,-266.846,141.296,-71.716
1.258,-0.054,2.522,-305.054,133.362,-61.584
1.175,-0.064,2.170,-330.200,118.164,-46.082
1.054,-0.083,1.846,-342.834,111.755,-28.015
0.983,-0.083,1.563,-346.191,113.831,-12.390
0.957,-0.027,1.382,-344.666,115.784,-0.183
0.970,0.020,1.274,-341.858,114.990,13.855
1.007,0.042,1.250,-342.163,107.300,31.982
0.896,0.034,1.229,-348.206,92.102,51.636
0.722,-0.025,1.132,-361.877,82.031,67.322
0.619,-0.105,0.936,-379.578,84.045,76.416
0.563,-0.168,0.690,-394.409,90.149,83.618
0.498,-0.219,0.473,-400.146,90.637,92.041
0.394,-0.268,0.265,-401.917,85.999,100.403
0.357,-0.298,0.110,-402.161,79.224,106.018
0.315,-0.325,-0.016,-400.696,66.772,110.046
0.305,-0.355,-0.145,-401.733,53.955,110.901
0.303,-0.400,-0.301,-404.175,48.950,110.718
0.304,-0.453,-0.455,-403.381,48.767,111.755
0.301,-0.485,-0.651,-403.076,47.852,113.892
0.260,-0.479,-0.912,-400.085,44.983,117.859
0.232,-0.533,-1.105,-388.000,38.879,124.207
0.123,-0.556,-1.286,-367.798,31.616,128.235
0.094,-0.623,-1.488,-344.543,31.799,125.610
0.077,-0.698,-1.738,-313.232,34.851,120.178
0.073,-0.767,-2.022,-274.719,41.138,111.328
0.080,-0.793,-2.308,-228.699,47.913,99.304
0.119,-0.895,-2.479,-169.250,46.570,83.618
0.152,-0.817,-2.630,-102.966,32.959,63.599
0.140,-0.798,-2.550,-29.724,24.597,48.523
0.203,-0.767,-2.354,45.898,25.696,38.513
0.288,-0.806,-2.071,114.197,38.269,33.691
0.338,-0.896,-1.748,167.297,52.734,32.959
0.322,-0.943,-1.480,208.801,68.481,31.799
0.326,-0.998,-1.267,244.751,86.060,30.334
0.365,-1.112,-1.123,284.180,104.492,29.419
0.392,-1.220,-0.999,327.881,116.943,29.602
0.425,-1.359,-0.876,372.498,121.338,32.898
0.423,-1.482,-0.733,419.678,120.544,37.476
0.372,-1.625,-0.515,467.102,117.432,40.283
0.330,-1.747,-0.177,509.888,116.272,36.804
0.382,-1.819,0.274,544.189,120.850,27.832
0.504,-1.826,0.831,564.758,130.920,20.691
0.560,-1.722,1.403,566.833,136.841,19.104
0.650,-1.528,1.956,554.810,130.981,23.437
0.632,-1.373,2.486,541.992,106.384,34.973
0.586,-1.300,3.047,515.259,65.308,45.715
0.656,-1.135,3.539,460.083,21.973,48.218
0.552,-0.877,3.858,399.109,-14.526,53.223
0.354,-0.637,3.980,348.083,-27.954,54.199
0.063,-0.420,3.936,299.072,-10.986,46.570
-0.020,-0.154,3.735,253.357,28.992,26.428
0.162,-0.060,3.429,222.595,75.989,6.226
0.407,0.003,3.213,198.242,93.933,0.671
0.512,0.099,3.170,178.162,78.552,8.911
0.266,0.126,3.244,156.616,46.204,22.766
0.334,0.489,3.218,126.465,15.564,29.663
0.027,0.288,3.135,90.393,-0.366,45.837
-0.127,0.341,2.883,41.931,-6.897,25.818
-0.138,0.328,2.505,-1.892,4.944,2.991
0.069,0.178,2.252,-14.099,30.762,-5.310
0.057,0.219,2.100,-13.306,25.574,-0.610
-0.177,0.277,1.868,-25.879,3.662,9.583
-0.215,0.210,1.529,-51.270,0.732,4.578
-0.105,0.151,1.179,-71.289,8.789,-9.338
0.052,0.108,0.944,-75.012,14.709,-21.423
0.182,0.072,0.757,-66.956,15.991,-24.658
0.233,0.063,0.663,-55.359,9.033,-17.883
0.225,0.056,0.624,-41.321,0.000,-6.958
0.171,0.041,0.623,-27.527,-6.104,1.831
0.133,0.048,0.645,-17.090,-7.812,4.028
0.149,0.084,0.670,-8.972,-7.080,1.953
0.186,0.096,0.699,-1.526,-4.456,4.211
0.191,0.090,0.732,2.747,-2.808,7.385
0.187,0.097,0.753,2.319,-5.249,6.775
0.193,0.123,0.761,0.183,-6.226,6.042
0.230,0.124,0.757,0.305,-3.357,6.714
0.255,0.125,0.755,0.916,-1.587,8.118
0.266,0.126,0.750,0.122,-2.258,8.179
0.265,0.123,0.739,-0.549,-4.395,7.690
0.260,0.129,0.741,0.061,-6.348,7.446
0.258,0.135,0.755,2.319,-7.629,7.202
0.259,0.134,0.787,4.944,-8.423,7.385
0.260,0.140,0.833,7.141,-9.399,7.629
0.265,0.144,0.878,7.935,-11.230,7.629
0.267,0.142,0.907,6.775,-13.184,7.507
0.266,0.139,0.923,5.493,-14.099,7.507
0.285,0.133,0.929,4.883,-13.672,7.690
0.307,0.133,0.934,5.127,-12.329,8.789
0.318,0.145,0.936,6.409,-10.864,10.437
0.315,0.149,0.953,8.606,-10.193,12.695
0.280,0.168,0.979,9.338,-11.536,14.343
0.242,0.191,1.010,9.888,-11.353,15.137
0.215,0.210,1.047,10.010,-7.019,14.709
0.192,0.215,1.076,9.094,-0.671,13.367
0.172,0.216,1.085,5.249,5.005,11.108
0.161,0.213,1.071,-0.305,8.789,8.484
0.166,0.205,1.040,-5.798,10.742,5.798
0.167,0.203,1.005,-9.338,10.925,3.906
0.183,0.193,0.980,-10.864,9.583,2.625
0.220,0.176,0.942,-11.047,6.836,2.625
0.249,0.177,0.926,-10.254,3.174,3.845
0.260,0.178,0.921,-8.972,-0.427,6.042
0.274,0.170,0.913,-7.629,-2.625,8.667
0.283,0.164,0.908,-6.165,-3.296,11.475
1.024,-1.369,2.145,535.950,-11.658,-167.480
1.026,-1.242,3.246,537.537,-35.461,-148.499
1.120,-1.051,3.948,481.323,-42.480,-129.272
1.204,-0.931,4.000,394.104,-36.133,-112.976
1.250,-0.829,4.000,324.219,-28.870,-101.807
1.211,-0.538,4.000,275.452,-20.996,-96.863
1.144,-0.157,4.000,225.525,-6.470,-91.248
0.582,0.280,4.000,161.804,14.099,-87.341
0.648,0.418,4.000,98.938,71.838,-95.337
0.786,0.559,4.000,37.903,125.244,-103.088
0.635,0.723,4.000,-34.485,113.098,-94.238
0.417,0.619,4.000,-81.604,97.046,-78.247
0.293,0.495,3.764,-118.225,87.830,-79.224
0.300,0.364,3.337,-151.489,83.618,-82.153
0.376,0.243,3.010,-176.941,78.369,-79.041
0.476,0.213,2.758,-195.679,67.261,-72.876
0.570,0.241,2.595,-209.045,54.077,-66.528
0.685,0.267,2.466,-223.450,45.227,-61.218
0.810,0.282,2.338,-242.493,44.861,-54.626
0.890,0.249,2.189,-265.686,50.781,-44.006
0.884,0.187,1.997,-291.687,57.495,-29.724
0.802,0.092,1.740,-317.627,64.575,-15.564
0.760,0.011,1.483,-339.355,76.416,-6.348
0.755,-0.026,1.238,-354.492,91.125,-0.549
0.740,-0.057,1.006,-366.211,104.614,7.324
0.714,-0.110,0.795,-377.808,114.807,17.761
0.692,-0.174,0.558,-388.916,122.620,29.053
0.668,-0.253,0.297,-399.048,127.502,41.382
0.628,-0.315,0.041,-406.189,126.404,54.504
0.568,-0.368,-0.198,-408.203,121.277,67.383
0.504,-0.419,-0.411,-405.945,116.394,78.247
0.449,-0.457,-0.625,-401.062,111.450,87.646
0.391,-0.538,-0.805,-392.700,106.262,95.703
0.260,-0.618,-1.026,-384.521,102.539,101.257
0.205,-0.678,-1.337,-375.000,104.370,102.417
0.148,-0.719,-1.729,-351.990,102.905,104.004
0.074,-0.737,-2.117,-310.181,96.497,106.750
-0.013,-0.744,-2.433,-248.840,83.618,108.704
-0.111,-0.721,-2.596,-171.509,66.650,106.628
-0.165,-0.709,-2.565,-90.576,52.979,98.816
-0.168,-0.715,-2.436,-16.357,49.744,87.280
-0.143,-0.727,-2.265,44.617,57.251,74.524
-0.105,-0.767,-2.130,91.370,73.547,62.073
-0.055,-0.824,-2.052,130.127,93.628,50.537
0.018,-0.886,-1.981,171.143,111.145,40.588
0.112,-0.973,-1.892,215.515,121.643,33.325
0.198,-1.102,-1.738,263.977,124.695,29.602
0.239,-1.265,-1.508,315.369,122.375,29.602
0.253,-1.417,-1.213,365.479,118.713,31.311
0.266,-1.551,-0.852,411.499,114.563,33.691
0.292,-1.648,-0.417,454.346,109.253,35.034
0.380,-1.681,0.104,486.450,101.624,34.424
0.558,-1.640,0.721,502.625,93.201,31.738
0.799,-1.554,1.407,501.282,88.135,28.137
0.942,-1.422,2.038,483.887,76.355,29.419
0.841,-1.267,2.533,453.247,60.120,40.039
0.546,-1.105,2.821,416.382,39.368,55.359
0.214,-0.980,2.932,377.686,21.484,63.110
0.003,-0.802,2.949,343.384,15.442,56.580
0.010,-0.659,2.966,314.209,23.315,38.757
0.246,-0.520,3.048,287.292,40.039,18.616
0.438,-0.336,3.206,261.658,48.950,6.348
0.602,-0.224,3.400,235.046,50.049,6.958
0.505,-0.113,3.570,200.134,30.945,23.132
0.169,-0.001,3.640,158.630,-0.732,41.077
-0.127,0.109,3.547,114.868,-16.296,42.419
-0.333,0.226,3.281,70.862,-8.545,28.503
-0.177,0.264,2.964,32.593,14.160,8.728
-0.143,0.176,2.571,1.404,31.006,1.648
-0.206,0.122,2.306,-26.123,26.428,-7.812
-0.250,0.230,1.948,-49.133,7.507,-18.250
-0.135,0.153,1.700,-53.406,15.381,-19.897
0.011,0.128,1.484,-52.246,29.968,-23.071
0.028,0.147,1.317,-54.688,36.621,-21.851
0.038,0.140,1.205,-51.208,42.480,-21.667
0.054,0.154,1.128,-46.509,44.189,-23.682
0.078,0.157,1.067,-43.030,40.161,-24.231
0.125,0.159,1.012,-39.978,31.738,-23.743
0.176,0.157,0.958,-36.560,21.240,-21.851
0.222,0.136,0.899,-33.630,10.315,-18.311
0.253,0.135,0.856,-29.602,0.244,-15.198
0.268,0.139,0.828,-24.597,-8.179,-12.878
0.291,0.139,0.805,-19.409,-12.817,-10.620
0.315,0.143,0.792,-15.076,-12.634,-8.728
0.323,0.153,0.781,-12.390,-9.216,-7.324
0.318,0.161,0.764,-12.390,-2.563,-6.348
0.334,0.170,0.736,-12.329,7.263,-6.470
0.368,0.174,0.708,-11.169,15.686,-6.409
0.380,0.170,0.695,-8.850,18.799,-4.639
0.377,0.173,0.692,-5.798,16.541,-2.136
0.370,0.177,0.697,-1.160,10.925,3.540
0.322,0.155,0.726,3.540,3.540,9.277
0.288,0.162,0.764,7.568,-4.883,9.705
0.265,0.184,0.808,10.437,-11.780,8.972
0.256,0.195,0.848,12.146,-14.282,9.338
0.250,0.199,0.874,12.451,-13.428,9.277
0.248,0.196,0.887,11.292,-11.353,7.324
0.254,0.193,0.896,9.399,-10.071,5.249
0.261,0.199,0.910,8.789,-9.277,3.723
0.267,0.203,0.916,7.812,-8.301,2.625
0.282,0.206,0.920,6.958,-6.897,2.075
0.295,0.214,0.936,6.714,-6.104,1.953
0.297,0.222,0.953,7.019,-6.104,2.625
0.296,0.222,0.968,7.080,-5.798,3.906
0.302,0.221,0.985,7.324,-5.188,4.883
0.306,0.227,1.005,8.423,-5.188,6.226
0.314,0.240,1.028,10.376,-6.470,8.118
0.302,0.235,1.039,10.986,-7.874,11.841
0.283,0.232,1.041,9.705,-9.460,13.794
0.250,0.226,1.032,6.470,-13.306,13.794
0.217,0.222,1.002,3.418,-15.076,13.977
0.209,0.210,0.969,2.014,-13.123,14.221
0.218,0.192,0.937,2.197,-9.521,13.367
0.219,0.178,0.922,1.709,-8.362,12.512
0.205,0.173,0.918,2.319,-10.132,12.939
0.192,0.169,0.920,3.906,-11.841,13.672
0.183,0.171,0.923,5.981,-13.123,13.672
0.177,0.177,0.940,7.385,-14.771,13.367
