aX,aY,aZ,gX,gY,gZ
0.379,-2.088,-0.300,517.639,197.754,-39.246
0.633,-2.159,0.035,540.039,213.440,-64.270
1.029,-2.099,0.422,552.551,229.858,-94.666
1.562,-2.030,0.789,551.208,238.770,-110.107
2.029,-2.042,1.189,548.462,225.464,-93.628
2.248,-2.094,1.780,557.861,173.767,-48.096
2.144,-2.039,2.640,566.284,92.896,9.521
1.762,-1.768,3.481,549.133,15.442,62.683
1.528,-1.413,4.000,497.803,-21.912,91.858
1.314,-0.945,4.000,423.950,-12.939,91.858
1.349,-0.582,4.000,336.548,30.090,70.557
1.422,-0.430,4.000,256.592,89.355,57.007
1.201,-0.307,4.000,200.623,116.821,63.904
0.814,-0.157,3.853,172.119,113.464,76.355
0.392,0.026,3.685,154.907,100.403,82.092
0.177,0.181,3.600,135.071,89.478,81.116
-0.138,0.290,3.285,103.088,79.651,73.364
-0.001,0.261,2.923,74.585,96.497,44.861
0.092,0.191,2.578,46.448,98.999,32.227
0.064,0.148,2.339,26.611,82.825,25.085
0.032,0.195,2.203,21.362,41.321,19.470
-0.058,0.204,2.065,12.024,-3.052,23.621
-0.096,0.161,1.836,-3.967,-27.893,20.935
-0.064,0.111,1.554,-22.827,-36.804,9.155
0.014,0.082,1.302,-37.109,-34.607,-5.310
0.120,0.079,1.094,-46.204,-21.790,-18.311
0.200,0.086,0.927,-51.636,-2.991,-25.391
0.266,0.075,0.792,-52.429,14.832,-26.062
0.305,0.066,0.704,-49.500,25.146,-22.705
0.318,0.055,0.658,-42.786,25.696,-17.700
0.310,0.060,0.652,-33.752,19.470,-13.306
0.323,0.056,0.661,-25.330,10.620,-11.169
0.353,0.083,0.669,-18.738,0.183,-10.986
0.399,0.105,0.659,-13.672,-8.423,-7.751
0.449,0.075,0.689,-7.568,-17.639,-3.052
0.415,0.117,0.729,-6.348,-38.513,-0.793
0.372,0.169,0.766,-7.019,-55.542,2.502
0.413,0.175,0.789,-5.188,-57.495,7.263
0.453,0.170,0.817,-2.991,-51.575,11.169
0.464,0.185,0.849,-3.906,-47.668,12.268
0.469,0.196,0.877,-6.531,-43.823,12.085
0.465,0.201,0.886,-9.338,-36.621,12.878
0.469,0.198,0.898,-9.521,-27.161,14.648
0.471,0.193,0.900,-9.216,-18.677,14.587
0.481,0.191,0.898,-9.399,-14.343,12.634
0.491,0.201,0.896,-10.010,-14.648,12.085
0.490,0.208,0.892,-10.254,-17.761,13.672
0.485,0.205,0.884,-10.254,-21.179,15.442
0.475,0.206,0.876,-8.850,-24.536,16.907
0.468,0.204,0.870,-7.446,-26.917,17.639
0.460,0.207,0.865,-5.188,-27.588,18.005
0.455,0.212,0.864,-3.235,-27.283,17.395
0.449,0.225,0.860,-1.526,-26.917,16.235
0.432,0.240,0.844,-0.549,-26.917,16.479
0.390,0.256,0.819,2.197,-27.100,17.517
0.348,0.268,0.808,5.493,-27.527,18.005
0.316,0.269,0.803,9.827,-28.320,17.151
0.299,0.266,0.802,13.489,-29.175,15.808
0.289,0.259,0.804,16.296,-30.884,14.771
0.276,0.244,0.817,18.616,-33.508,14.099
0.261,0.232,0.841,20.752,-36.255,13.916
0.253,0.225,0.868,21.545,-38.269,13.000
0.266,0.220,0.913,21.301,-39.368,12.085
0.253,0.220,0.954,20.020,-41.077,11.169
0.222,0.219,0.977,16.296,-42.786,10.193
0.509,-1.908,1.619,566.223,-26.184,-65.186
0.663,-1.966,2.802,583.679,-69.397,-39.124
0.452,-1.799,3.894,551.880,-127.136,-7.446
-0.194,-1.420,4.000,470.337,-164.917,21.057
-0.722,-1.158,4.000,387.329,-136.841,39.612
-0.968,-1.002,4.000,318.176,-52.124,28.748
-1.014,-0.762,4.000,252.686,54.260,-10.376
-0.959,-0.559,4.000,192.993,146.118,-54.138
-1.012,-0.363,4.000,139.465,197.388,-82.336
-1.024,-0.224,4.000,93.323,201.599,-96.985
-1.400,0.505,4.000,60.120,167.725,-111.511
-1.046,0.591,4.000,85.510,152.649,-151.733
-0.600,-0.394,4.000,51.331,146.301,-181.824
-0.433,-0.466,3.723,-140.808,141.846,-172.668
-0.375,-0.379,2.001,-285.461,131.104,-161.926
-0.286,-0.083,1.398,-271.912,87.097,-149.048
-0.203,0.345,1.900,-199.829,26.123,-133.301
-0.110,0.300,2.627,-127.991,-34.607,-107.300
-0.481,0.214,2.882,-131.531,-73.242,-95.032
-0.638,0.278,2.603,-209.351,-38.147,-104.980
-0.574,0.171,2.292,-254.761,36.865,-134.583
-0.427,0.098,1.970,-282.288,105.713,-161.499
-0.277,0.070,1.674,-311.890,142.395,-169.067
-0.152,0.054,1.534,-330.566,146.667,-162.415
-0.100,-0.004,1.456,-337.830,125.732,-150.085
-0.094,-0.035,1.390,-346.252,94.910,-139.221
-0.009,-0.047,1.334,-358.521,68.054,-132.629
0.099,-0.091,1.260,-374.756,47.424,-129.822
0.168,-0.160,1.095,-395.752,33.875,-128.601
0.261,-0.241,0.872,-417.847,31.677,-129.883
0.357,-0.312,0.608,-436.646,39.917,-133.789
0.471,-0.382,0.322,-445.984,56.152,-136.230
0.563,-0.443,0.041,-445.740,74.341,-133.911
0.694,-0.493,-0.178,-442.749,85.388,-124.634
0.805,-0.507,-0.376,-436.096,88.440,-115.540
0.842,-0.495,-0.528,-424.500,88.440,-105.286
0.829,-0.491,-0.692,-410.156,89.966,-92.896
0.759,-0.502,-0.888,-397.217,94.116,-79.773
0.696,-0.489,-1.121,-382.385,102.539,-66.956
0.666,-0.484,-1.352,-359.192,112.915,-53.833
0.666,-0.439,-1.558,-328.918,119.446,-41.138
0.684,-0.449,-1.734,-289.307,118.286,-29.114
0.663,-0.479,-1.821,-241.699,114.990,-19.836
0.696,-0.496,-1.888,-193.481,115.906,-16.724
0.755,-0.510,-1.943,-144.714,123.230,-16.602
0.835,-0.531,-2.017,-94.543,137.085,-16.846
0.878,-0.510,-2.066,-39.978,152.527,-13.977
0.886,-0.500,-2.050,15.503,167.480,-7.080
0.872,-0.521,-1.952,72.876,180.908,2.625
0.840,-0.576,-1.777,127.014,192.261,13.306
0.827,-0.650,-1.596,175.415,202.271,22.156
0.819,-0.732,-1.438,216.492,210.815,30.334
0.814,-0.835,-1.285,252.380,216.553,38.391
0.790,-0.946,-1.151,286.377,218.140,46.204
0.781,-1.041,-1.031,321.411,215.942,53.223
0.775,-1.156,-0.896,356.812,211.365,59.631
0.785,-1.285,-0.745,394.409,205.627,64.087
0.844,-1.413,-0.527,434.753,201.477,64.636
0.961,-1.557,-0.244,473.999,202.515,62.378
1.133,-1.697,0.080,507.263,208.008,62.561
1.273,-1.814,0.444,533.813,213.867,69.580
1.397,-1.918,0.929,552.185,211.792,84.778
1.457,-1.890,1.625,560.059,188.965,107.910
1.120,-1.745,2.270,558.533,138.245,136.597
0.662,-1.632,2.744,542.847,87.769,162.720
0.449,-1.495,2.993,499.084,56.702,167.419
0.352,-1.388,3.031,448.669,39.307,157.593
0.363,-1.503,2.991,418.091,35.889,153.687
0.356,-1.661,2.964,417.419,31.555,165.161
0.265,-1.804,3.129,432.983,11.780,194.031
0.037,-1.749,3.651,437.683,-24.597,228.210
-0.518,-1.364,4.000,409.668,-71.716,255.676
-1.137,-0.759,4.000,340.881,-85.144,263.428
-1.512,-0.200,4.000,236.389,-47.058,232.483
-1.570,0.086,4.000,121.399,20.691,161.743
-1.356,0.081,3.702,21.851,90.942,72.937
-1.005,-0.024,3.027,-54.993,142.700,-7.874
-0.653,-0.117,2.411,-106.445,169.617,-63.599
-0.309,-0.173,1.875,-128.906,171.631,-93.201
-0.005,-0.202,1.447,-129.211,152.222,-96.863
0.184,-0.195,1.147,-115.234,114.136,-80.322
0.413,-0.188,0.937,-88.196,68.481,-52.002
0.405,-0.225,0.960,-61.401,13.916,-18.738
0.179,-0.038,0.987,-50.537,-49.988,0.366
-0.025,0.058,1.000,-43.030,-77.393,18.005
-0.072,0.045,0.999,-25.513,-59.265,22.583
-0.078,0.024,0.978,-15.320,-30.457,12.207
-0.053,0.054,0.950,-15.564,-6.775,-1.709
0.016,0.070,0.909,-17.090,10.681,-12.207
0.089,0.057,0.826,-17.212,19.470,-17.212
0.075,0.110,0.795,-13.855,18.982,-18.188
0.080,0.094,0.806,-10.010,8.606,-14.832
0.060,0.116,0.790,-10.437,-4.639,-10.498
0.063,0.132,0.800,-9.949,-16.663,-8.362
0.081,0.149,0.825,-8.789,-25.208,-8.789
0.104,0.176,0.855,-9.827,-30.457,-9.949
0.124,0.192,0.869,-12.878,-32.410,-10.803
0.152,0.197,0.875,-17.517,-30.762,-11.475
0.183,0.194,0.879,-21.057,-27.344,-10.925
0.192,0.186,0.877,-23.254,-24.841,-8.423
0.194,0.168,0.874,-23.865,-22.339,-5.554
0.207,0.159,0.886,-20.752,-19.897,-3.784
0.218,0.167,0.915,-14.832,-18.799,-2.014
0.238,0.186,0.950,-7.935,-18.616,0.427
0.226,0.199,0.982,-1.770,-18.494,5.981
0.216,0.191,1.001,1.892,-19.836,8.850
0.176,0.201,1.022,2.136,-25.818,9.644
0.145,0.209,1.030,0.305,-29.541,11.292
0.145,0.195,1.023,0.488,-28.381,12.939
0.159,0.175,1.012,0.427,-26.001,13.977
0.151,0.168,1.001,-0.793,-25.330,12.878
0.124,0.172,0.992,-1.343,-25.513,11.475
0.102,0.179,0.984,-0.671,-24.170,11.536
0.085,0.186,0.981,1.221,-20.935,12.085
0.076,0.192,0.985,2.930,-17.578,10.986
0.072,0.199,0.993,3.967,-15.259,8.728
0.069,0.197,0.994,4.272,-13.733,6.592
0.069,0.196,0.989,4.456,-12.207,5.066
0.074,0.189,0.983,4.822,-11.475,4.028
0.425,-1.761,-0.632,441.589,17.883,-62.927
0.563,-2.032,-0.433,501.648,34.851,-40.161
0.615,-2.383,-0.129,560.913,48.462,-10.071
0.567,-2.771,0.311,619.507,59.937,20.081
0.646,-3.069,1.055,675.171,64.697,42.725
0.640,-3.210,2.230,722.656,48.035,60.364
0.087,-3.120,3.673,740.112,-6.042,78.369
-0.599,-2.797,4.000,687.378,-78.186,84.656
-0.932,-2.437,4.000,561.462,-118.713,58.777
-0.860,-2.188,4.000,437.561,-106.018,16.357
-0.511,-2.030,4.000,375.610,-48.767,-24.414
-0.356,-1.588,4.000,327.332,24.658,-51.025
-0.402,-1.038,4.000,253.662,92.529,-65.186
-0.908,-0.718,4.000,161.011,154.358,-83.740
-1.018,0.632,4.000,67.871,249.878,-133.423
-0.655,1.297,4.000,50.842,375.122,-199.829
1.071,-0.793,4.000,-19.104,430.115,-236.145
0.054,-0.645,3.849,-344.666,317.627,-176.575
-0.373,-0.547,1.185,-506.226,209.778,-139.099
-0.052,-0.677,0.891,-406.921,180.054,-160.400
0.200,-0.619,1.557,-228.027,125.183,-146.729
0.343,-0.268,2.102,-171.021,32.776,-112.122
0.344,-0.190,2.377,-178.040,-40.955,-96.802
0.275,-0.140,2.393,-202.087,-72.205,-89.905
0.253,-0.211,2.234,-240.723,-65.369,-95.337
0.284,-0.279,1.989,-283.142,-28.381,-108.765
0.320,-0.353,1.712,-318.909,19.287,-119.568
0.372,-0.416,1.478,-342.834,59.570,-121.399
0.399,-0.421,1.266,-361.145,82.214,-115.784
0.375,-0.423,1.060,-372.375,84.595,-105.835
0.379,-0.448,0.898,-380.371,72.144,-93.567
0.396,-0.453,0.825,-385.132,48.828,-78.430
0.406,-0.438,0.779,-388.245,20.996,-63.477
0.389,-0.437,0.709,-392.334,-2.258,-53.650
0.384,-0.443,0.616,-401.917,-12.512,-48.706
0.379,-0.456,0.499,-415.833,-8.423,-49.011
0.373,-0.519,0.308,-430.908,6.958,-54.321
0.375,-0.577,0.042,-449.158,29.724,-62.378
0.397,-0.633,-0.265,-466.309,56.030,-73.120
0.444,-0.697,-0.596,-476.196,82.336,-82.336
0.448,-0.755,-0.982,-478.882,103.210,-85.205
0.473,-0.797,-1.415,-474.731,114.746,-81.726
0.538,-0.791,-1.861,-456.482,116.516,-73.853
0.511,-0.766,-2.226,-414.734,110.291,-61.035
0.571,-0.695,-2.482,-354.675,101.868,-51.514
0.655,-0.680,-2.622,-280.273,91.614,-44.678
0.742,-0.673,-2.718,-207.031,85.999,-36.743
0.824,-0.636,-2.824,-139.832,84.778,-26.001
0.895,-0.612,-2.851,-72.083,90.149,-11.230
0.930,-0.608,-2.770,0.977,98.145,5.554
0.897,-0.619,-2.560,75.195,106.934,23.560
0.854,-0.678,-2.268,144.409,117.493,39.185
0.809,-0.770,-1.967,201.660,131.470,51.208
0.787,-0.906,-1.720,246.399,149.536,60.730
0.785,-1.087,-1.531,284.241,168.884,67.627
0.741,-1.284,-1.387,320.435,185.059,72.815
0.672,-1.452,-1.252,357.300,196.960,74.280
0.639,-1.610,-1.095,398.621,204.346,70.251
0.693,-1.761,-0.871,443.848,206.116,61.829
0.864,-1.912,-0.517,489.075,203.491,53.223
1.095,-2.099,-0.053,529.053,198.059,51.392
1.338,-2.222,0.483,557.251,190.308,57.129
1.358,-2.330,1.079,565.430,178.955,69.031
1.197,-2.316,1.583,556.580,163.696,84.961
1.081,-2.333,2.100,548.401,142.029,101.196
1.010,-2.182,2.988,559.875,97.412,117.676
0.733,-1.912,3.944,561.829,17.456,135.254
0.328,-1.478,4.000,506.348,-69.702,145.996
-0.050,-0.966,4.000,408.264,-122.803,145.569
-0.230,-0.716,4.000,308.105,-132.019,130.310
-0.309,-0.627,4.000,227.966,-101.257,105.164
-0.247,-0.514,3.854,177.002,-48.401,81.421
-0.282,-0.485,3.588,154.358,-7.812,75.134
-0.439,-0.390,3.440,136.597,7.141,78.979
-0.619,-0.231,3.334,112.915,10.742,78.857
-0.758,-0.069,3.192,84.412,24.048,68.420
-0.794,0.060,2.997,50.415,55.786,48.096
-0.889,0.111,2.714,14.587,94.849,23.560
-0.556,0.190,2.348,-15.442,133.301,-0.610
-0.502,-0.145,2.032,-40.588,153.625,-8.972
-0.429,-0.086,1.635,-69.214,135.254,-29.297
-0.332,-0.018,1.341,-85.022,101.257,-40.100
-0.104,-0.098,1.136,-67.444,91.003,-36.560
0.089,-0.136,1.005,-48.889,74.219,-33.630
0.172,-0.085,0.936,-47.729,46.814,-29.236
0.210,-0.051,0.898,-44.617,24.048,-24.597
0.225,-0.040,0.880,-36.255,9.277,-17.700
0.216,-0.027,0.873,-28.503,-0.916,-9.766
0.190,-0.010,0.863,-23.071,-8.362,-4.272
0.170,0.003,0.841,-18.311,-8.789,-1.282
0.165,0.033,0.808,-15.869,-1.831,-1.038
0.182,0.064,0.775,-12.817,8.240,-1.831
0.213,0.094,0.767,-9.583,16.357,-2.197
0.228,0.129,0.776,-6.409,20.264,-1.465
0.241,0.155,0.789,-4.639,21.423,-0.671
0.262,0.179,0.801,-4.944,20.508,0.305
0.276,0.193,0.788,-6.775,19.348,3.235
0.280,0.178,0.756,-8.545,20.264,7.568
0.270,0.154,0.716,-9.521,21.362,11.047
0.248,0.138,0.684,-8.179,21.912,12.695
0.262,0.147,0.664,-4.517,20.386,13.428
0.242,0.130,0.669,1.282,15.930,17.700
0.260,0.103,0.696,6.287,8.240,18.433
0.253,0.131,0.746,7.568,-7.263,16.357
0.262,0.163,0.810,6.897,-22.949,17.822
0.302,0.164,0.873,8.057,-32.898,23.560
0.324,0.148,0.923,6.836,-41.321,29.358
0.283,0.120,0.934,1.770,-50.110,32.410
0.231,0.108,0.933,-2.808,-55.176,31.738
0.216,0.117,0.942,-2.502,-55.359,28.259
0.223,0.129,0.952,0.671,-51.575,25.208
0.227,0.143,0.951,4.395,-46.936,24.048
0.217,0.157,0.954,6.287,-43.945,23.621
0.197,0.164,0.967,8.179,-41.809,22.705
0.177,0.172,0.990,9.155,-38.452,22.095
0.157,0.185,1.011,8.850,-34.851,21.423
0.152,0.200,1.036,6.714,-30.579,20.447
0.153,0.207,1.051,4.517,-25.574,19.836
0.163,0.209,1.055,2.258,-20.996,20.630
0.525,-1.360,1.766,379.944,-11.658,-189.575
0.719,-1.350,2.313,378.723,-23.010,-180.176
0.834,-1.207,2.940,366.516,-38.940,-169.128
0.939,-0.993,3.533,341.309,-52.307,-157.227
0.831,-0.639,4.000,297.791,-49.805,-149.719
0.803,-0.415,4.000,257.202,-14.893,-142.456
0.573,-0.434,4.000,215.271,33.081,-136.047
0.682,-0.191,4.000,165.710,78.186,-147.217
0.814,-0.038,4.000,121.399,113.586,-155.273
0.670,0.241,4.000,65.857,101.685,-141.663
0.420,0.510,4.000,3.784,81.055,-128.662
0.123,0.491,4.000,-55.115,75.562,-128.052
-0.008,0.531,3.940,-111.389,83.740,-150.635
0.228,0.556,3.551,-158.691,105.225,-178.589
0.403,0.449,3.146,-195.129,114.136,-176.819
0.473,0.284,2.753,-223.694,106.750,-160.400
0.413,0.163,2.450,-241.455,87.952,-144.897
0.361,0.205,2.264,-246.460,67.505,-137.573
0.430,0.209,2.126,-249.146,61.096,-133.606
0.554,0.178,1.948,-261.108,62.988,-128.540
0.674,0.152,1.714,-278.442,62.744,-120.361
0.769,0.142,1.490,-292.114,61.829,-108.643
0.800,0.127,1.291,-298.279,62.500,-92.957
0.812,0.104,1.133,-302.368,64.026,-77.698
0.823,0.090,0.997,-305.908,65.125,-62.500
0.850,0.073,0.906,-309.753,61.035,-45.532
0.823,0.078,0.817,-315.857,50.476,-29.846
0.808,0.067,0.690,-325.806,42.236,-18.555
0.804,0.040,0.518,-337.708,43.335,-10.498
0.828,0.009,0.306,-348.877,49.988,-2.075
0.830,-0.032,0.096,-354.675,55.908,9.705
0.802,-0.077,-0.101,-354.858,59.631,23.315
0.794,-0.114,-0.286,-350.098,59.509,36.804
0.727,-0.154,-0.425,-343.018,55.176,46.936
0.692,-0.164,-0.548,-333.618,52.795,53.528
0.661,-0.184,-0.643,-319.336,52.856,58.960
0.623,-0.207,-0.732,-302.429,54.932,62.744
0.613,-0.237,-0.827,-286.621,57.922,64.758
0.522,-0.247,-0.923,-269.958,60.425,65.857
0.500,-0.253,-1.041,-252.991,65.918,64.575
0.476,-0.251,-1.167,-231.995,72.205,63.171
0.483,-0.239,-1.266,-205.139,73.730,63.416
0.522,-0.245,-1.349,-173.706,64.575,67.810
0.549,-0.230,-1.451,-138.306,41.992,76.965
0.537,-0.235,-1.512,-97.717,18.433,89.233
0.512,-0.241,-1.523,-51.880,4.333,99.792
0.471,-0.255,-1.487,-4.944,1.099,107.605
0.425,-0.289,-1.408,38.879,8.362,113.831
0.393,-0.319,-1.295,79.712,24.475,116.333
0.371,-0.352,-1.177,114.624,45.471,115.662
0.373,-0.391,-1.070,142.273,68.604,114.136
0.397,-0.429,-0.987,166.626,91.919,112.976
0.435,-0.490,-0.921,190.186,113.281,112.000
0.492,-0.552,-0.860,213.928,132.324,112.183
0.525,-0.624,-0.792,240.295,149.353,113.953
0.569,-0.717,-0.701,270.935,164.001,115.234
0.627,-0.830,-0.572,304.321,173.767,114.868
0.711,-0.927,-0.384,340.027,178.223,112.610
0.800,-1.016,-0.146,373.413,178.467,111.450
0.891,-1.094,0.139,399.719,176.331,112.976
0.971,-1.149,0.494,418.091,171.509,117.981
0.989,-1.146,0.927,423.767,161.194,126.709
0.878,-1.114,1.333,413.574,146.606,139.099
0.742,-1.098,1.667,395.081,135.498,149.963
0.597,-1.119,1.895,380.188,123.901,156.677
0.423,-1.108,2.142,370.056,105.713,160.645
0.250,-1.072,2.381,361.816,80.627,162.292
0.099,-1.051,2.688,345.276,56.885,161.072
0.006,-0.957,2.920,323.669,38.147,155.884
-0.020,-0.857,3.171,299.194,30.090,147.888
-0.109,-0.773,3.345,268.799,22.461,150.513
-0.471,-0.661,3.506,230.103,9.399,157.837
-0.874,-0.514,3.543,185.913,5.920,154.541
-1.162,-0.342,3.487,143.860,22.461,133.057
-1.234,-0.196,3.329,106.079,52.673,97.290
-1.179,-0.072,3.046,70.374,82.092,56.396
-0.831,-0.063,2.667,42.175,105.103,23.682
-0.715,-0.273,2.427,25.513,108.093,15.869
-0.678,-0.236,2.310,17.395,88.257,10.559
-0.840,0.046,2.424,23.010,47.791,9.277
-0.926,0.087,2.457,25.757,34.058,15.259
-0.803,0.087,2.149,1.099,32.471,2.258
-0.628,0.000,1.717,-34.790,27.771,-14.893
-0.438,-0.059,1.304,-56.702,22.583,-30.396
-0.203,-0.080,0.979,-62.439,19.897,-40.466
-0.027,-0.060,0.795,-56.824,21.362,-39.246
0.079,-0.028,0.662,-44.373,23.865,-29.297
0.101,-0.013,0.618,-27.527,20.874,-12.878
0.084,-0.006,0.667,-7.996,12.451,4.456
0.063,0.011,0.745,6.470,0.854,17.944
0.045,0.038,0.836,14.282,-9.705,26.306
0.010,0.050,0.932,17.517,-17.090,29.907
-0.026,0.065,0.990,15.015,-21.301,28.992
-0.042,0.083,1.001,9.644,-22.278,24.536
-0.038,0.097,0.986,4.211,-20.691,18.311
0.005,0.115,0.941,-0.671,-17.700,12.512
0.021,0.095,0.915,-2.686,-17.090,11.230
-0.005,0.086,0.871,-5.127,-20.874,8.240
-0.017,0.098,0.839,-9.155,-26.001,1.953
0.015,0.104,0.813,-8.606,-27.283,-0.122
0.040,0.085,0.820,-6.042,-27.771,1.282
0.054,0.073,0.826,-4.700,-28.320,2.319
0.056,0.081,0.843,-3.479,-28.625,1.587
0.059,0.088,0.873,-1.648,-26.672,1.648
0.058,0.100,0.907,-0.671,-22.705,2.930
0.055,0.110,0.946,0.183,-16.663,3.845
0.048,0.116,0.981,0.000,-9.705,3.723
0.035,0.120,1.010,-1.099,-2.747,3.357
0.026,0.123,1.038,-1.770,3.906,2.991
0.008,0.121,1.067,-2.136,9.277,2.808
-0.014,0.120,1.084,-3.235,11.475,2.869
-0.030,0.118,1.089,-4.272,11.536,2.441
-0.029,0.118,1.086,-5.188,9.094,1.770
-0.030,0.115,1.072,-6.592,4.272,1.526
-0.039,0.110,1.065,-8.789,-1.831,-0.488
-0.034,0.120,1.044,-12.207,-7.690,-3.662
-0.022,0.125,1.015,-15.869,-10.803,-5.127
-0.013,0.125,0.992,-17.151,-9.521,-6.348
0.006,0.119,0.956,-17.639,-5.005,-7.996
0.475,-0.898,2.266,409.790,45.105,-103.821
0.462,-0.808,2.812,399.841,30.823,-99.182
0.533,-0.744,3.342,370.728,17.822,-95.459
0.514,-0.636,3.869,329.590,2.380,-90.942
0.482,-0.591,4.000,285.339,-11.047,-88.257
0.510,-0.540,4.000,234.375,-7.751,-92.957
0.521,-0.471,4.000,181.030,7.019,-102.478
0.449,-0.149,4.000,124.756,30.701,-120.422
0.877,0.001,4.000,70.496,80.322,-136.108
0.975,0.220,4.000,13.428,83.984,-122.925
0.774,0.264,4.000,-49.683,62.500,-96.375
0.480,0.197,3.967,-110.657,59.387,-78.491
0.380,0.157,3.638,-163.086,81.909,-85.022
0.411,0.167,3.352,-204.102,105.896,-98.267
0.465,0.155,3.066,-237.427,113.281,-104.614
0.521,0.138,2.773,-268.372,104.370,-102.905
0.602,0.117,2.506,-294.983,85.510,-95.886
0.655,0.083,2.266,-318.909,62.866,-87.341
0.720,0.037,2.059,-341.187,45.532,-80.505
0.790,-0.019,1.885,-363.159,36.316,-73.303
0.782,-0.037,1.692,-387.390,30.945,-64.148
0.727,-0.134,1.441,-415.100,38.635,-53.101
0.688,-0.234,1.107,-443.909,59.143,-44.617
0.661,-0.334,0.749,-470.032,83.191,-37.842
0.633,-0.409,0.396,-485.779,104.919,-30.334
0.605,-0.473,0.073,-493.286,120.911,-20.874
0.584,-0.507,-0.205,-493.835,129.944,-9.827
0.584,-0.532,-0.448,-489.014,129.578,2.136
0.610,-0.579,-0.676,-479.187,119.202,17.517
0.584,-0.612,-0.868,-465.332,96.436,35.339
0.546,-0.641,-1.064,-447.632,66.589,51.453
0.496,-0.658,-1.311,-427.185,38.208,64.392
0.488,-0.687,-1.571,-397.949,16.479,73.975
0.395,-0.700,-1.812,-357.361,2.808,79.651
0.356,-0.712,-2.015,-312.256,1.892,78.369
0.352,-0.714,-2.237,-259.583,14.099,71.472
0.391,-0.726,-2.469,-198.425,31.372,62.195
0.443,-0.724,-2.607,-126.404,50.598,53.833
0.486,-0.718,-2.563,-47.424,66.650,49.561
0.510,-0.717,-2.398,27.100,82.214,49.255
0.528,-0.730,-2.172,90.942,101.563,50.049
0.538,-0.806,-1.967,141.113,125.183,50.049
0.571,-0.915,-1.817,181.152,153.076,48.950
0.623,-1.051,-1.728,215.332,180.359,47.607
0.704,-1.223,-1.690,250.793,201.416,47.180
0.761,-1.416,-1.623,294.861,212.830,49.866
0.767,-1.633,-1.488,348.083,213.074,56.030
0.748,-1.843,-1.275,408.020,206.299,63.171
0.718,-2.063,-0.960,470.154,194.397,69.458
0.733,-2.269,-0.539,528.076,182.556,72.815
0.816,-2.451,0.035,580.139,177.063,72.021
1.047,-2.602,0.787,616.638,180.420,68.848
1.392,-2.606,1.785,627.380,186.157,71.594
1.418,-2.287,2.854,614.258,171.326,89.050
0.820,-1.957,3.755,587.646,127.258,118.774
0.120,-1.628,4.000,524.231,76.477,132.935
-0.131,-1.298,4.000,426.575,46.692,110.229
0.137,-1.109,3.868,354.065,30.579,66.589
0.471,-0.943,3.856,317.017,12.207,35.339
0.724,-0.696,3.984,283.142,-6.287,30.945
0.743,-0.502,4.000,244.263,-12.207,52.063
0.392,-0.318,4.000,196.960,-17.395,78.003
0.008,-0.133,4.000,140.625,-9.827,83.923
-0.350,0.022,3.811,85.999,18.860,67.993
-0.287,0.173,3.478,40.649,55.115,43.579
-0.429,0.183,3.046,-1.709,78.674,28.015
-0.245,0.190,2.549,-33.875,106.018,3.784
-0.153,0.085,2.123,-54.932,113.647,-2.991
-0.132,0.016,1.826,-68.726,90.393,-5.249
-0.177,0.119,1.528,-76.721,47.913,-5.615
-0.126,0.099,1.337,-69.092,30.823,2.808
-0.042,0.038,1.201,-54.077,24.780,8.423
-0.035,0.027,1.087,-46.204,14.709,9.277
-0.043,0.031,0.971,-44.556,8.057,5.310
-0.007,0.037,0.858,-41.565,7.446,-1.648
0.041,0.030,0.752,-35.645,7.935,-6.653
0.042,0.013,0.680,-28.015,6.042,-8.057
0.052,0.018,0.646,-17.944,3.723,-8.484
0.083,0.032,0.649,-5.371,2.625,-8.850
0.135,0.061,0.710,5.737,0.610,-8.057
0.144,0.100,0.787,12.878,-3.967,-5.920
0.157,0.129,0.823,13.977,-7.080,-4.150
0.177,0.122,0.819,11.414,-6.409,-3.052
0.198,0.114,0.803,8.423,-6.531,-4.883
0.231,0.130,0.796,5.615,-9.583,-9.155
0.295,0.149,0.807,5.127,-11.719,-11.536
0.358,0.161,0.822,6.042,-12.207,-9.644
0.400,0.145,0.830,6.470,-13.367,-5.981
0.425,0.140,0.840,5.920,-16.479,-2.319
0.446,0.146,0.864,6.592,-19.348,2.747
0.466,0.156,0.911,10.437,-21.179,8.789
0.455,0.172,0.966,13.550,-24.231,14.893
0.418,0.184,1.002,12.329,-28.076,19.958
0.374,0.184,1.019,7.812,-29.663,23.499
0.328,0.180,1.021,3.174,-28.748,25.085
0.293,0.174,1.017,-0.610,-26.123,24.658
0.266,0.168,1.006,-2.441,-23.010,22.400
0.246,0.167,0.994,-3.906,-20.264,19.226
0.237,0.166,0.979,-4.517,-17.761,16.113
0.231,0.167,0.965,-4.211,-16.235,13.672
0.225,0.168,0.955,-3.662,-16.418,12.451
0.219,0.170,0.948,-2.808,-17.334,12.085
0.223,0.172,0.950,-1.587,-17.334,11.963
0.227,0.179,0.958,-0.916,-16.479,12.268
0.221,0.182,0.964,-1.587,-15.442,12.573
0.212,0.181,0.964,-3.601,-13.855,13.245
0.199,0.170,0.956,-5.676,-11.902,13.733
0.184,0.161,0.948,-6.775,-9.827,13.550
0.174,0.154,0.939,-7.141,-7.874,12.695
0.173,0.141,0.926,-7.141,-6.042,11.353
