aX,aY,aZ,gX,gY,gZ
-0.749,1.382,2.375,-224.915,186.951,-176.025
-0.795,1.232,2.227,-257.751,198.730,-191.711
-0.900,1.170,2.096,-283.386,201.599,-204.895
-1.001,1.104,2.020,-294.678,203.369,-222.778
-1.093,0.955,1.998,-294.495,206.543,-245.972
-1.112,0.668,1.999,-288.147,216.431,-271.545
-1.141,0.359,1.916,-280.701,232.544,-293.884
-1.177,0.013,1.737,-271.118,253.174,-311.646
-1.200,-0.361,1.452,-255.798,276.245,-325.256
-1.196,-0.808,1.067,-235.535,296.570,-333.557
-1.143,-1.277,0.648,-210.999,309.265,-334.290
-1.011,-1.673,0.239,-190.979,307.556,-320.496
-0.824,-1.921,-0.134,-183.838,289.551,-289.551
-0.593,-1.897,-0.418,-189.270,253.296,-247.314
-0.389,-1.698,-0.548,-196.838,205.505,-204.529
-0.229,-1.469,-0.600,-195.740,160.583,-169.739
-0.080,-1.349,-0.648,-179.749,126.221,-147.705
0.067,-1.324,-0.660,-153.320,100.830,-132.996
0.194,-1.323,-0.648,-124.573,81.848,-119.507
0.307,-1.323,-0.625,-96.191,68.176,-103.577
0.396,-1.292,-0.612,-70.618,57.617,-83.862
0.459,-1.221,-0.599,-50.049,48.035,-61.462
0.500,-1.100,-0.569,-32.837,38.391,-39.673
0.529,-0.946,-0.534,-19.165,28.198,-19.653
0.542,-0.777,-0.493,-9.583,17.456,-2.747
0.556,-0.614,-0.432,-4.395,6.226,11.230
0.587,-0.480,-0.348,-1.953,-4.822,22.949
0.604,-0.359,-0.257,-1.770,-15.076,33.203
0.615,-0.251,-0.146,0.305,-23.193,41.687
0.615,-0.140,-0.038,6.226,-28.137,47.424
0.625,-0.038,0.046,16.296,-30.151,49.438
0.648,0.045,0.111,26.245,-30.518,49.255
0.683,0.132,0.158,34.180,-30.090,49.805
0.716,0.230,0.204,38.696,-30.823,51.270
0.723,0.354,0.233,39.246,-31.372,53.589
0.723,0.478,0.263,37.659,-31.860,54.443
0.725,0.597,0.287,35.400,-33.081,53.162
0.730,0.685,0.298,31.250,-33.203,50.110
0.739,0.729,0.300,28.931,-31.921,44.373
0.768,0.737,0.300,29.053,-30.701,36.926
0.797,0.739,0.302,30.334,-29.175,30.090
0.811,0.726,0.299,32.227,-27.039,24.780
0.818,0.708,0.302,33.142,-25.269,20.813
0.818,0.706,0.312,32.043,-24.780,18.677
0.817,0.704,0.356,30.884,-24.353,16.907
0.829,0.721,0.399,28.259,-23.437,14.709
0.828,0.709,0.436,26.184,-20.386,11.841
0.842,0.681,0.450,25.940,-15.198,8.545
0.843,0.646,0.441,26.978,-9.338,4.517
0.826,0.642,0.423,27.710,-3.845,0.732
0.800,0.673,0.404,28.076,0.061,-4.578
0.817,0.631,0.378,26.794,2.075,-12.451
0.845,0.536,0.355,24.231,4.456,-17.944
0.852,0.479,0.316,21.606,6.531,-18.311
0.858,0.438,0.281,20.691,7.141,-15.564
0.846,0.449,0.273,20.325,4.883,-12.207
0.842,0.473,0.283,19.470,1.465,-9.338
0.838,0.484,0.303,16.724,-1.831,-6.775
0.828,0.472,0.322,13.000,-4.089,-4.761
0.825,0.453,0.335,8.789,-4.578,-2.747
0.821,0.444,0.345,6.165,-4.517,-1.160
0.824,0.428,0.342,5.798,-3.357,-0.122
0.824,0.405,0.327,7.202,-1.099,0.854
0.819,0.398,0.300,9.216,0.793,2.197
0.817,0.407,0.277,11.230,1.709,3.967
0.807,0.428,0.262,10.986,0.793,6.104
0.792,0.460,0.257,8.972,-1.343,8.545
0.778,0.488,0.258,6.653,-4.089,10.132
0.765,0.498,0.270,5.859,-6.348,10.376
0.767,0.501,0.292,6.470,-8.057,9.827
0.758,0.519,0.314,7.507,-8.728,8.728
0.753,0.525,0.326,8.911,-8.484,7.507
0.756,0.521,0.327,10.315,-7.507,5.554
0.759,0.513,0.319,11.108,-6.531,4.089
0.766,0.517,0.323,12.146,-6.653,3.235
0.762,0.553,0.342,11.780,-7.812,2.747
0.761,0.564,0.371,9.460,-9.033,1.709
0.766,0.555,0.390,5.493,-9.277,0.183
0.768,0.532,0.391,0.977,-8.179,-0.977
0.763,0.504,0.376,-0.854,-6.348,-2.319
0.765,0.479,0.357,-0.305,-4.883,-3.540
0.771,0.454,0.338,2.014,-3.723,-4.333
0.779,0.434,0.336,3.906,-2.991,-4.517
0.780,0.427,0.333,3.906,-2.869,-3.723
0.777,0.431,0.324,2.319,-3.418,-2.625
0.777,0.425,0.312,1.282,-3.845,-2.136
0.773,0.410,0.301,0.610,-4.211,-1.404
0.772,0.395,0.292,0.549,-5.127,-0.427
0.774,0.387,0.281,1.831,-6.042,0.793
0.768,0.379,0.259,2.197,-7.507,2.930
-1.729,-0.431,1.381,107.910,-378.479,-140.442
-1.701,-0.555,1.820,98.511,-341.370,-151.367
-1.704,-0.883,2.178,97.961,-309.937,-170.654
-1.608,-1.419,2.661,87.097,-291.748,-183.228
-1.255,-1.839,3.371,55.603,-269.836,-176.453
-0.956,-1.916,4.000,14.282,-239.380,-142.883
-0.768,-1.693,4.000,-12.390,-195.068,-96.252
-0.331,-1.144,4.000,-6.592,-136.414,-61.340
-0.588,-1.130,4.000,54.810,-65.552,-60.547
-0.394,-0.609,4.000,113.831,42.297,-71.228
-0.378,-0.268,4.000,146.423,81.848,-77.698
-0.346,0.187,3.994,147.461,98.694,-83.679
-0.405,0.477,3.664,120.667,131.287,-85.449
-0.518,0.566,3.311,73.425,160.461,-89.233
-0.571,0.564,3.056,18.616,170.654,-97.473
-0.666,0.553,2.865,-33.630,171.265,-102.356
-0.786,0.639,2.701,-82.825,180.115,-100.830
-0.924,0.765,2.512,-110.901,195.740,-103.149
-1.024,0.931,2.381,-115.784,213.318,-113.342
-1.119,1.139,2.278,-108.948,232.788,-128.540
-1.214,1.277,2.177,-100.098,253.967,-148.926
-1.255,1.308,2.010,-100.098,278.137,-175.354
-1.298,1.190,1.823,-116.211,300.354,-202.820
-1.291,0.988,1.687,-154.419,319.031,-223.267
-1.312,0.847,1.553,-212.952,331.970,-233.459
-1.378,0.631,1.405,-269.775,334.900,-240.967
-1.415,0.451,1.272,-314.087,328.613,-246.643
-1.401,0.230,1.105,-342.590,316.467,-250.061
-1.372,0.035,0.940,-354.675,308.899,-255.371
-1.313,-0.156,0.813,-356.262,302.612,-261.597
-1.284,-0.352,0.689,-354.187,287.842,-267.456
-1.191,-0.602,0.582,-351.257,269.409,-276.550
-1.015,-0.873,0.523,-349.976,242.981,-283.325
-0.792,-1.123,0.524,-348.694,213.684,-281.982
-0.606,-1.380,0.517,-341.125,191.895,-271.667
-0.437,-1.567,0.507,-325.439,176.697,-255.615
-0.261,-1.670,0.445,-303.406,165.466,-238.037
-0.112,-1.700,0.323,-274.292,154.968,-217.957
0.041,-1.699,0.183,-237.000,144.287,-196.838
0.202,-1.685,0.049,-195.618,132.812,-175.476
0.370,-1.658,-0.061,-154.602,122.070,-153.320
0.488,-1.589,-0.157,-120.361,109.741,-127.441
0.555,-1.483,-0.245,-95.825,95.825,-98.755
0.594,-1.342,-0.305,-82.214,80.200,-69.946
0.623,-1.176,-0.329,-76.355,62.195,-43.457
0.665,-0.983,-0.296,-75.928,44.739,-19.592
0.697,-0.770,-0.220,-76.233,31.128,0.916
0.706,-0.584,-0.158,-73.181,23.987,17.212
0.718,-0.421,-0.125,-65.613,22.888,28.137
0.716,-0.254,-0.128,-55.542,23.254,36.194
0.703,-0.101,-0.150,-42.175,23.254,41.321
0.703,0.010,-0.169,-28.809,20.813,43.945
0.715,0.102,-0.171,-18.250,15.808,45.898
0.741,0.213,-0.165,-10.620,9.766,48.340
0.752,0.338,-0.146,-5.920,2.686,51.514
0.736,0.465,-0.106,-3.479,-5.127,54.260
0.742,0.579,-0.050,0.000,-12.024,52.979
0.753,0.658,0.010,3.845,-17.212,48.279
0.750,0.713,0.090,6.287,-20.874,42.908
0.761,0.762,0.181,7.812,-22.461,36.743
0.767,0.790,0.235,8.057,-21.301,29.175
0.774,0.780,0.262,5.798,-17.517,21.484
0.789,0.738,0.264,4.211,-13.550,14.160
0.807,0.705,0.257,2.502,-10.986,8.728
0.819,0.667,0.245,0.916,-8.606,4.822
0.833,0.635,0.221,1.221,-6.165,1.709
0.838,0.610,0.194,3.357,-4.028,-1.099
0.837,0.587,0.175,5.066,-2.991,-3.418
0.844,0.557,0.175,6.897,-3.113,-4.883
0.847,0.516,0.181,7.935,-3.723,-5.920
0.845,0.479,0.177,9.644,-3.357,-6.226
0.835,0.438,0.180,12.146,-2.441,-5.798
0.832,0.449,0.203,14.771,-1.770,-5.005
0.825,0.488,0.217,16.052,-2.319,-4.944
0.818,0.494,0.225,14.832,-1.770,-5.310
0.825,0.474,0.220,9.399,-0.061,-5.432
0.835,0.433,0.200,3.052,1.648,-4.883
0.841,0.377,0.170,-1.221,2.930,-3.601
0.851,0.342,0.147,-2.686,2.808,-1.526
0.851,0.322,0.135,-2.136,2.136,1.770
0.846,0.319,0.127,0.671,1.526,5.615
0.838,0.337,0.125,2.075,0.244,9.644
0.843,0.349,0.129,2.869,-1.770,13.367
0.834,0.359,0.137,3.418,-3.967,17.700
0.808,0.418,0.150,3.113,-6.287,21.851
0.794,0.484,0.178,3.174,-8.972,23.376
0.783,0.547,0.221,4.517,-10.986,22.156
0.778,0.590,0.266,4.944,-10.925,18.738
0.790,0.588,0.288,5.432,-7.263,14.343
0.801,0.560,0.276,6.409,-2.075,10.010
0.799,0.538,0.240,9.033,3.235,7.263
0.792,0.525,0.198,10.742,6.226,5.737
0.790,0.532,0.168,12.756,6.653,5.920
0.790,0.528,0.168,14.832,4.700,6.531
0.792,0.532,0.177,16.113,2.808,7.202
0.798,0.523,0.185,15.747,1.648,9.155
0.791,0.518,0.184,15.076,0.122,10.864
0.780,0.517,0.185,14.465,-1.038,12.512
0.758,0.543,0.196,14.832,-1.587,13.489
0.752,0.593,0.219,14.832,-2.380,12.085
0.755,0.609,0.238,14.343,-2.197,8.484
0.763,0.592,0.239,12.451,-0.916,5.005
0.771,0.561,0.224,10.010,1.343,2.441
0.775,0.537,0.200,7.935,3.418,1.038
0.775,0.524,0.175,8.423,4.333,0.366
0.774,0.513,0.158,9.827,3.967,0.183
0.770,0.508,0.153,11.658,3.235,0.122
0.774,0.500,0.153,13.672,2.136,0.244
0.776,0.491,0.165,15.503,0.732,0.610
0.782,0.492,0.186,16.052,-0.793,1.465
0.779,0.486,0.201,16.479,-0.977,2.380
0.787,0.477,0.213,16.968,-1.160,3.052
0.788,0.466,0.219,18.188,-0.732,3.601
0.786,0.457,0.219,19.592,0.549,4.578
0.783,0.469,0.224,21.118,1.587,5.371
0.785,0.480,0.224,22.217,2.319,5.737
0.783,0.483,0.222,23.071,2.991,6.287
0.794,0.495,0.216,22.461,3.174,7.385
0.783,0.518,0.208,21.667,2.930,9.094
-1.428,-0.749,1.844,71.533,-357.788,-148.376
-1.367,-0.682,2.705,61.707,-336.182,-142.273
-1.292,-0.692,3.532,52.551,-292.847,-141.968
-1.076,-0.680,4.000,40.100,-241.394,-144.958
-1.008,-0.694,4.000,23.682,-188.354,-147.095
-1.074,-0.785,4.000,4.883,-138.672,-147.278
-0.934,-0.847,4.000,-3.784,-82.825,-145.996
-0.629,-0.750,3.924,7.202,-38.391,-142.456
-0.366,-0.581,3.816,35.583,-11.841,-136.230
-0.165,-0.345,3.778,63.904,12.207,-129.211
-0.045,-0.087,3.709,74.280,39.612,-124.634
-0.062,0.089,3.489,58.411,66.223,-122.986
-0.125,0.173,3.174,19.104,90.210,-122.498
-0.200,0.165,2.886,-29.541,104.675,-122.864
-0.218,0.088,2.729,-78.674,109.619,-122.620
-0.155,0.073,2.715,-121.094,112.183,-118.469
-0.137,0.141,2.679,-149.231,123.535,-110.779
-0.146,0.250,2.588,-161.438,144.775,-104.919
-0.189,0.396,2.474,-162.720,168.335,-104.675
-0.250,0.557,2.322,-164.612,186.951,-109.375
-0.322,0.693,2.161,-177.124,197.388,-116.943
-0.381,0.777,2.048,-203.979,200.623,-124.634
-0.396,0.760,1.995,-238.647,200.439,-134.094
-0.387,0.622,1.938,-273.499,204.712,-144.165
-0.390,0.465,1.827,-302.185,213.562,-150.574
-0.416,0.390,1.644,-314.148,224.976,-153.442
-0.476,0.428,1.450,-307.983,237.671,-158.508
-0.497,0.422,1.284,-288.391,247.864,-167.969
-0.526,0.376,1.123,-274.109,252.319,-177.979
-0.514,0.219,0.938,-272.949,258.423,-187.805
-0.478,0.000,0.714,-280.457,260.376,-189.270
-0.444,-0.181,0.515,-290.161,248.779,-184.448
-0.391,-0.334,0.356,-296.875,232.605,-175.293
-0.324,-0.457,0.232,-295.532,216.614,-166.443
-0.229,-0.555,0.135,-283.386,199.402,-159.424
-0.160,-0.608,0.027,-261.475,180.176,-151.917
-0.111,-0.614,-0.091,-232.849,160.950,-147.827
-0.038,-0.632,-0.180,-202.026,145.813,-145.447
0.046,-0.675,-0.251,-176.147,131.348,-141.357
0.122,-0.755,-0.323,-154.907,117.798,-134.460
0.220,-0.829,-0.389,-135.986,103.760,-124.512
0.311,-0.850,-0.427,-119.385,86.182,-111.145
0.381,-0.847,-0.432,-105.469,66.711,-95.093
0.439,-0.813,-0.383,-93.750,46.997,-78.064
0.514,-0.775,-0.289,-81.055,30.640,-62.012
0.558,-0.689,-0.177,-66.589,20.020,-46.814
0.564,-0.578,-0.092,-50.232,15.625,-33.386
0.610,-0.519,-0.015,-32.532,15.869,-22.827
0.638,-0.414,0.004,-16.541,16.052,-13.550
0.635,-0.287,-0.006,-3.601,16.174,-5.127
0.646,-0.180,-0.017,4.517,15.503,2.380
0.666,-0.077,-0.023,9.521,11.597,8.728
0.665,0.050,-0.044,10.986,6.958,15.930
0.656,0.186,-0.071,10.254,3.479,23.010
0.627,0.325,-0.086,9.338,-1.221,28.259
0.608,0.439,-0.071,9.460,-8.606,30.029
0.618,0.500,-0.026,10.803,-16.479,28.992
0.632,0.530,0.033,13.428,-22.400,26.794
0.664,0.553,0.084,17.761,-24.841,24.048
0.687,0.592,0.124,23.743,-23.682,21.423
0.697,0.633,0.163,28.687,-20.630,19.165
0.700,0.691,0.194,32.043,-17.822,17.517
0.694,0.758,0.212,33.386,-15.686,14.893
0.703,0.801,0.226,31.616,-14.709,12.024
0.710,0.807,0.240,26.611,-15.015,9.155
0.717,0.790,0.247,20.630,-15.991,6.409
0.736,0.764,0.255,15.564,-15.991,3.601
0.742,0.742,0.256,11.353,-14.771,1.465
0.744,0.706,0.248,9.216,-12.939,-0.671
0.751,0.656,0.234,8.667,-10.559,-2.441
0.755,0.621,0.229,8.972,-8.423,-3.296
0.764,0.597,0.229,9.155,-7.263,-3.540
0.763,0.575,0.225,10.010,-6.042,-3.113
0.767,0.552,0.223,11.292,-5.066,-2.197
0.775,0.562,0.228,12.146,-4.456,-1.160
0.775,0.580,0.227,12.268,-4.211,-1.099
0.774,0.588,0.233,12.268,-4.883,-2.075
0.782,0.589,0.242,12.085,-5.066,-3.174
0.773,0.594,0.239,11.169,-4.211,-3.723
0.767,0.588,0.238,9.827,-2.930,-4.211
0.772,0.572,0.228,7.874,-1.953,-4.578
0.768,0.567,0.208,6.104,-1.221,-4.272
0.766,0.567,0.189,4.211,-0.427,-3.296
0.760,0.567,0.173,2.625,-0.854,-1.648
0.758,0.550,0.155,2.686,-2.014,-0.549
0.750,0.532,0.146,4.333,-3.357,0.061
0.745,0.519,0.141,7.080,-3.174,0.977
0.751,0.500,0.144,10.437,-2.258,1.892
0.744,0.500,0.151,12.878,-1.587,3.540
0.741,0.514,0.158,14.221,-1.221,5.310
0.739,0.543,0.161,15.747,-0.732,7.080
0.726,0.590,0.168,16.968,-0.916,8.057
0.722,0.629,0.177,18.982,-1.892,7.751
0.717,0.646,0.189,21.545,-1.221,6.165
0.712,0.644,0.196,25.696,-0.061,3.967
0.697,0.635,0.190,28.503,-0.793,1.953
0.697,0.625,0.185,29.358,-3.479,0.122
0.699,0.609,0.185,28.137,-6.897,-1.038
0.703,0.589,0.197,25.452,-9.949,-1.465
0.717,0.575,0.216,22.583,-12.573,-0.854
0.719,0.574,0.236,20.569,-14.954,0.183
0.718,0.581,0.261,18.738,-17.639,1.221
0.709,0.599,0.281,18.005,-19.470,1.648
0.703,0.612,0.298,17.334,-19.897,0.305
0.710,0.607,0.317,17.273,-18.433,-2.136
0.717,0.592,0.319,17.395,-14.893,-4.028
0.722,0.572,0.310,17.822,-10.742,-5.188
0.724,0.552,0.294,17.578,-7.996,-5.981
0.729,0.535,0.279,16.907,-6.287,-5.737
0.729,0.526,0.269,15.259,-5.798,-4.578
0.725,0.518,0.265,14.221,-6.409,-3.601
0.733,0.521,0.281,15.320,-7.690,-3.174
0.743,0.536,0.306,16.785,-8.850,-2.991
0.744,0.544,0.327,16.907,-9.033,-2.136
0.743,0.551,0.339,16.846,-8.301,-1.221
0.743,0.554,0.343,15.991,-7.141,-0.793
0.742,0.553,0.337,14.526,-5.310,-0.549
0.744,0.553,0.324,13.306,-3.601,0.000
0.743,0.561,0.306,12.512,-2.014,0.488
-1.040,0.135,2.660,8.911,-382.507,-61.523
-0.839,0.207,3.208,-4.578,-328.064,-58.594
-0.733,0.209,3.644,-7.202,-274.658,-63.049
-0.640,0.089,3.938,-5.981,-232.361,-73.120
-0.397,-0.087,4.000,-8.118,-189.819,-82.214
-0.159,-0.024,4.000,-14.282,-152.710,-82.520
-0.035,0.224,4.000,-15.137,-114.502,-74.341
0.056,0.528,4.000,-1.648,-68.298,-74.158
0.123,0.793,4.000,22.583,-21.790,-85.449
0.132,1.008,3.723,43.030,22.156,-101.318
0.115,1.181,3.350,47.607,59.326,-115.540
0.074,1.270,3.035,32.227,85.876,-126.709
0.043,1.339,2.792,-4.150,102.600,-131.775
-0.020,1.454,2.549,-52.307,113.770,-131.897
-0.141,1.610,2.327,-97.900,122.742,-132.507
-0.254,1.778,2.137,-130.493,131.409,-138.306
-0.393,1.940,1.980,-148.621,140.869,-150.085
-0.560,2.028,1.814,-158.936,150.574,-168.274
-0.639,1.880,1.634,-169.739,160.095,-192.566
-0.630,1.595,1.463,-191.284,164.124,-213.989
-0.636,1.357,1.300,-223.022,161.499,-225.464
-0.639,1.230,1.141,-253.845,156.006,-231.628
-0.713,1.165,1.023,-275.391,148.621,-237.244
-0.760,1.054,0.935,-285.095,139.893,-248.535
-0.855,0.871,0.871,-285.950,131.104,-262.573
-0.887,0.493,0.834,-283.997,121.094,-276.245
-0.792,-0.035,0.890,-278.320,103.149,-285.706
-0.593,-0.514,1.040,-268.860,79.468,-286.926
-0.363,-0.905,1.209,-253.662,60.547,-278.015
-0.111,-1.182,1.358,-237.366,50.964,-260.254
0.073,-1.285,1.457,-227.112,49.805,-236.084
0.186,-1.241,1.498,-223.389,56.946,-209.717
0.250,-1.124,1.440,-216.553,71.045,-188.110
0.245,-1.075,1.289,-201.294,88.379,-174.988
0.243,-1.111,1.083,-177.063,104.492,-168.274
0.285,-1.140,0.850,-149.536,116.028,-163.147
0.348,-1.107,0.599,-121.277,123.413,-153.687
0.386,-1.054,0.350,-94.604,128.845,-139.099
0.406,-0.963,0.118,-72.388,132.019,-120.361
0.412,-0.803,-0.102,-55.969,128.967,-100.586
0.387,-0.621,-0.295,-43.640,120.605,-83.435
0.369,-0.465,-0.433,-37.476,107.544,-69.824
0.380,-0.371,-0.501,-35.461,90.637,-59.753
0.401,-0.320,-0.549,-34.546,72.632,-50.293
0.427,-0.302,-0.575,-32.898,56.091,-38.879
0.471,-0.282,-0.583,-29.846,40.344,-26.917
0.518,-0.243,-0.573,-24.780,25.818,-14.771
0.562,-0.181,-0.522,-16.968,13.123,-3.418
0.588,-0.078,-0.450,-7.874,3.113,6.714
0.610,0.029,-0.375,3.662,-4.272,13.977
0.605,0.130,-0.295,16.174,-10.193,18.555
0.609,0.220,-0.191,25.146,-16.724,21.729
0.622,0.302,-0.076,29.724,-23.621,23.437
0.630,0.353,0.014,29.297,-28.381,24.597
0.657,0.382,0.084,26.306,-31.433,25.330
0.708,0.394,0.147,22.095,-33.203,26.062
0.763,0.434,0.213,19.104,-32.654,28.381
0.779,0.516,0.259,15.442,-30.029,31.738
0.782,0.600,0.283,13.489,-26.550,33.325
0.762,0.681,0.297,13.733,-23.865,32.959
0.752,0.736,0.314,15.747,-21.484,29.724
0.753,0.758,0.332,18.188,-19.287,23.926
0.758,0.761,0.342,20.935,-16.968,17.212
0.784,0.726,0.334,21.729,-15.076,10.864
0.811,0.668,0.316,19.836,-13.733,6.653
0.840,0.612,0.288,16.052,-12.512,4.700
0.843,0.594,0.256,12.512,-11.902,4.517
0.831,0.605,0.227,9.399,-12.207,5.188
0.819,0.630,0.214,8.911,-13.672,4.822
0.816,0.636,0.223,8.301,-15.869,3.540
0.829,0.604,0.247,7.629,-17.456,2.197
0.842,0.564,0.286,7.141,-17.395,1.343
0.858,0.524,0.328,5.798,-15.442,1.770
0.865,0.505,0.352,4.517,-12.024,2.686
0.857,0.491,0.345,4.822,-6.470,4.272
0.841,0.468,0.322,5.188,-0.488,6.531
0.833,0.466,0.292,5.859,4.333,8.545
0.817,0.498,0.262,7.507,7.751,10.803
0.782,0.537,0.239,10.132,9.705,12.512
0.755,0.582,0.232,11.841,10.437,13.000
0.742,0.628,0.232,13.550,10.254,12.634
0.721,0.657,0.232,13.611,9.033,11.230
0.711,0.667,0.233,13.000,8.240,9.094
0.716,0.665,0.236,11.536,8.240,6.653
0.717,0.654,0.234,9.949,8.545,4.456
0.714,0.635,0.223,7.874,9.766,2.502
0.715,0.596,0.202,6.897,11.963,0.732
0.724,0.560,0.175,7.080,12.634,-0.793
0.727,0.541,0.152,8.362,12.146,-0.793
0.725,0.537,0.145,10.132,10.803,-0.122
0.719,0.555,0.155,10.986,8.667,1.221
0.713,0.570,0.169,10.864,6.714,1.648
0.709,0.570,0.175,11.292,5.249,1.404
0.709,0.559,0.173,11.475,4.517,1.160
0.713,0.560,0.172,12.878,3.540,1.343
0.707,0.586,0.177,14.648,2.075,1.831
0.684,0.639,0.196,16.052,0.854,1.892
0.679,0.675,0.224,15.625,-0.427,0.183
0.699,0.660,0.251,13.733,-1.648,-2.808
0.714,0.622,0.264,9.888,-2.319,-4.578
0.719,0.582,0.261,6.165,-1.648,-4.944
0.723,0.541,0.249,4.272,-0.427,-5.005
0.738,0.499,0.236,4.883,0.610,-5.005
0.749,0.480,0.221,7.446,1.770,-4.578
0.746,0.483,0.200,11.658,3.052,-3.723
0.735,0.496,0.182,16.052,3.052,-2.686
0.734,0.514,0.171,20.264,1.770,-1.892
0.730,0.548,0.173,22.217,-0.732,-0.732
0.729,0.569,0.198,21.973,-3.723,0.488
0.746,0.581,0.233,20.264,-6.348,0.916
0.757,0.578,0.262,18.372,-7.507,0.793
0.761,0.566,0.280,16.724,-7.080,0.244
0.762,0.554,0.282,15.564,-5.005,-0.244
0.763,0.538,0.270,14.038,-2.563,-0.610
0.760,0.533,0.242,12.329,-0.305,-0.305
0.764,0.522,0.213,11.230,1.709,0.366
0.754,0.531,0.193,11.414,2.441,1.282
0.754,0.541,0.188,10.681,1.953,2.686
0.741,0.575,0.198,11.169,-0.671,3.357
-1.986,-0.331,1.121,138.733,-465.149,-45.837
-2.035,-0.243,1.717,118.896,-450.562,-43.091
-2.070,-0.193,2.234,90.576,-429.260,-41.687
-2.001,-0.236,2.737,63.232,-397.034,-42.175
-1.760,-0.423,3.316,45.105,-356.812,-47.852
-1.409,-0.659,3.878,30.151,-316.528,-50.659
-1.111,-0.837,4.000,17.029,-264.038,-45.959
-0.872,-0.737,4.000,14.038,-199.768,-38.757
-0.818,-0.469,4.000,21.423,-129.272,-31.250
-0.826,-0.170,4.000,49.377,-60.913,-37.598
-0.770,0.050,4.000,90.820,-2.380,-58.228
-0.687,0.217,3.767,123.291,42.542,-81.421
-0.583,0.350,3.418,136.719,73.792,-98.145
-0.536,0.442,3.144,133.362,96.252,-108.948
-0.556,0.506,2.932,113.037,111.328,-115.051
-0.589,0.508,2.733,79.407,122.314,-117.615
-0.630,0.511,2.549,40.161,131.653,-120.239
-0.679,0.507,2.411,5.249,140.381,-124.451
-0.652,0.512,2.317,-21.851,146.362,-130.066
-0.615,0.517,2.271,-44.617,154.297,-137.085
-0.600,0.525,2.218,-66.284,168.030,-142.700
-0.634,0.621,2.164,-91.919,182.678,-144.836
-0.704,0.722,2.104,-116.211,195.374,-149.170
-0.752,0.805,2.073,-136.475,204.956,-154.602
-0.796,0.899,2.074,-156.799,212.708,-163.147
-0.881,0.875,2.017,-176.758,222.229,-178.711
-0.901,0.720,1.920,-202.148,229.858,-199.463
-0.883,0.496,1.801,-233.215,233.948,-216.797
-0.873,0.219,1.598,-263.428,239.685,-228.149
-0.843,-0.073,1.383,-282.288,246.094,-236.023
-0.798,-0.257,1.194,-282.959,250.488,-241.882
-0.765,-0.306,1.040,-265.869,253.845,-247.131
-0.752,-0.317,0.942,-242.126,258.179,-249.817
-0.749,-0.285,0.902,-223.206,261.475,-252.380
-0.705,-0.382,0.768,-212.341,264.160,-255.859
-0.597,-0.565,0.660,-214.478,261.108,-254.883
-0.493,-0.747,0.535,-231.934,252.808,-244.690
-0.383,-0.938,0.389,-258.972,238.770,-225.342
-0.260,-1.086,0.275,-283.752,220.276,-202.942
-0.153,-1.203,0.192,-298.340,197.571,-180.237
-0.032,-1.297,0.146,-300.720,171.082,-159.424
0.120,-1.293,0.158,-290.161,144.775,-139.771
0.247,-1.198,0.203,-266.907,124.084,-120.178
0.350,-1.105,0.240,-232.422,112.061,-104.614
0.442,-1.052,0.213,-188.477,105.652,-96.191
0.525,-1.003,0.132,-143.799,101.685,-90.820
0.577,-0.931,0.026,-105.591,100.037,-82.947
0.603,-0.859,-0.085,-74.158,96.619,-73.303
0.620,-0.784,-0.181,-49.744,88.440,-62.500
0.628,-0.675,-0.247,-35.706,77.087,-48.950
0.607,-0.531,-0.287,-31.128,64.087,-34.363
0.614,-0.394,-0.288,-32.532,47.852,-21.240
0.651,-0.310,-0.255,-37.415,29.663,-10.376
0.706,-0.253,-0.196,-41.687,13.916,-1.709
0.752,-0.203,-0.100,-42.969,2.258,6.897
0.789,-0.120,-0.017,-38.452,-2.747,13.794
0.804,-0.026,0.026,-26.917,-0.671,17.517
0.794,0.061,0.033,-10.986,4.517,17.822
0.785,0.145,0.023,2.563,9.033,17.517
0.793,0.205,0.015,10.071,9.216,18.127
0.799,0.278,0.032,10.559,4.578,20.935
0.811,0.328,0.053,7.019,-1.099,24.658
0.812,0.377,0.076,3.235,-5.371,28.137
0.809,0.421,0.112,1.343,-8.728,30.212
0.808,0.451,0.155,0.000,-12.756,31.067
0.814,0.466,0.204,1.038,-14.954,30.273
0.813,0.483,0.250,4.089,-14.282,28.748
0.826,0.505,0.279,6.226,-11.597,26.917
0.815,0.538,0.296,8.057,-8.850,24.658
0.827,0.558,0.289,9.460,-6.042,21.851
0.824,0.570,0.275,10.071,-3.296,19.226
0.817,0.584,0.261,9.338,-1.892,16.846
0.813,0.587,0.250,9.277,-1.770,13.977
0.812,0.570,0.239,9.583,-1.892,11.169
0.823,0.532,0.257,10.010,-1.526,9.644
0.828,0.544,0.289,9.827,-0.610,8.850
0.825,0.555,0.310,9.766,1.282,6.348
0.829,0.538,0.304,11.169,4.333,2.686
0.833,0.508,0.279,12.451,8.423,-0.366
0.827,0.478,0.249,13.306,11.658,-1.465
0.835,0.459,0.231,14.587,13.062,-1.587
0.845,0.442,0.219,15.076,13.245,-0.977
0.846,0.440,0.204,15.259,13.306,-0.671
0.850,0.423,0.183,15.625,14.099,0.183
0.842,0.415,0.158,16.418,14.709,2.075
0.833,0.416,0.136,17.639,13.733,4.272
0.830,0.420,0.126,19.287,11.597,6.531
