aX,aY,aZ,gX,gY,gZ
-0.199,-1.811,-1.671,-169.800,242.432,-66.467
-0.044,-1.596,-1.485,-175.964,173.645,-37.964
0.059,-1.462,-1.335,-158.813,126.465,-22.827
0.170,-1.408,-1.191,-126.587,98.938,-15.747
0.255,-1.358,-1.047,-90.088,81.543,-10.010
0.307,-1.231,-0.978,-55.420,71.167,-1.892
0.316,-1.056,-0.926,-26.611,61.218,7.874
0.336,-0.891,-0.840,-8.118,44.434,17.212
0.380,-0.710,-0.708,-4.944,20.996,27.283
0.429,-0.549,-0.534,-12.451,-2.930,37.048
0.473,-0.419,-0.354,-23.987,-21.667,46.509
0.493,-0.297,-0.185,-33.508,-32.715,54.077
0.505,-0.173,-0.047,-36.926,-37.842,57.983
0.515,-0.077,0.052,-32.837,-38.696,57.495
0.526,-0.004,0.125,-25.269,-37.659,54.382
0.565,0.054,0.187,-16.602,-36.621,50.110
0.612,0.097,0.245,-7.141,-37.048,45.410
0.659,0.153,0.291,2.686,-35.583,41.199
0.709,0.202,0.312,12.451,-32.227,37.598
0.743,0.250,0.312,21.912,-28.503,33.997
0.761,0.306,0.316,28.259,-25.818,30.823
0.786,0.355,0.332,30.762,-25.146,27.344
0.812,0.390,0.352,27.466,-25.635,23.743
0.835,0.393,0.378,21.057,-25.940,20.508
0.849,0.378,0.406,14.465,-26.306,17.090
0.874,0.366,0.441,9.888,-25.391,13.123
0.890,0.331,0.464,8.118,-22.400,8.728
0.910,0.284,0.474,9.155,-17.029,3.967
0.935,0.223,0.457,11.902,-10.437,-0.488
0.943,0.149,0.450,16.174,-4.700,-2.869
0.950,0.088,0.446,19.409,-0.122,-2.502
0.966,0.055,0.431,21.851,4.089,1.221
0.961,0.058,0.399,24.170,8.240,6.226
0.941,0.072,0.363,24.902,11.536,11.414
0.921,0.090,0.337,24.963,12.512,15.259
0.871,0.165,0.290,26.184,11.902,17.517
0.808,0.272,0.244,27.466,8.728,14.893
0.838,0.271,0.248,28.809,3.113,7.385
0.870,0.202,0.262,28.809,-2.625,1.099
0.921,0.140,0.291,28.076,-6.104,-1.343
0.927,0.107,0.313,26.428,-7.629,0.244
0.908,0.096,0.323,25.208,-8.240,3.967
0.896,0.102,0.333,24.658,-8.545,6.592
0.888,0.096,0.334,23.987,-7.996,8.606
0.887,0.087,0.333,24.414,-7.263,10.010
0.894,0.081,0.330,25.452,-6.104,12.390
0.897,0.087,0.326,24.353,-5.432,16.235
0.871,0.141,0.308,23.682,-5.676,20.447
0.836,0.213,0.294,21.973,-7.507,21.790
0.833,0.236,0.298,20.813,-10.498,19.470
0.834,0.212,0.311,21.057,-13.184,16.296
0.832,0.176,0.326,21.851,-14.526,13.611
0.824,0.146,0.332,24.231,-13.855,11.658
0.816,0.127,0.329,30.090,-11.292,10.010
0.812,0.112,0.316,38.086,-7.812,7.996
0.819,0.109,0.313,46.875,-4.822,7.080
0.836,0.119,0.331,55.176,-2.686,7.507
0.880,0.137,0.365,60.181,-0.854,11.353
0.879,0.117,0.410,58.655,-0.244,19.653
0.887,0.122,0.449,53.894,-1.404,26.062
0.885,0.159,0.474,47.729,-1.831,32.654
0.851,0.204,0.472,41.504,-1.404,38.452
0.829,0.224,0.456,36.621,0.549,41.016
0.820,0.233,0.446,32.654,2.319,40.466
0.803,0.249,0.426,29.297,2.808,36.499
0.784,0.275,0.391,29.480,2.991,28.809
0.790,0.276,0.345,31.494,5.005,18.311
0.815,0.243,0.307,33.569,6.165,9.949
0.836,0.211,0.301,30.945,2.991,7.324
0.849,0.200,0.331,23.682,-3.479,9.766
0.866,0.206,0.383,12.512,-9.888,15.259
0.880,0.234,0.445,2.808,-13.672,21.057
0.887,0.266,0.504,-4.578,-14.526,24.963
0.895,0.280,0.540,-6.836,-12.329,25.818
-0.851,0.466,-1.701,28.015,-76.965,-66.956
-0.979,0.352,-1.871,37.170,-138.916,-80.994
-1.158,0.269,-1.896,44.067,-211.853,-89.294
-1.434,0.245,-1.793,50.720,-292.542,-93.933
-1.684,0.190,-1.649,58.044,-375.854,-100.403
-1.883,0.070,-1.405,65.125,-454.773,-109.741
-2.020,-0.089,-0.959,72.998,-524.719,-118.774
-2.006,-0.176,-0.240,84.106,-581.421,-121.521
-1.941,-0.307,0.597,98.938,-612.488,-114.014
-1.854,-0.489,1.720,106.384,-614.929,-97.168
-1.454,-0.358,3.126,95.032,-588.074,-73.730
-1.086,-0.029,4.000,80.505,-544.556,-53.162
-0.911,0.063,4.000,66.101,-475.525,-45.898
-0.786,0.038,4.000,40.955,-375.488,-52.307
-0.608,-0.125,4.000,9.094,-278.381,-65.308
-0.440,-0.386,4.000,-13.367,-207.520,-71.716
-0.167,-0.482,4.000,-20.996,-161.011,-65.857
0.097,-0.294,4.000,-15.747,-121.155,-47.974
0.235,0.115,4.000,1.953,-77.087,-30.701
0.328,0.493,4.000,32.898,-24.292,-30.029
0.357,0.803,4.000,63.843,31.982,-42.053
0.302,0.990,3.695,84.106,88.379,-57.861
0.202,1.049,3.246,90.393,133.057,-73.547
0.091,1.030,2.892,83.496,162.781,-87.158
-0.008,1.019,2.615,63.599,182.861,-95.642
-0.121,1.032,2.380,33.630,201.050,-98.694
-0.227,1.131,2.185,-4.333,218.506,-97.595
-0.346,1.317,2.056,-43.457,230.530,-97.107
-0.476,1.424,1.952,-73.486,234.680,-103.882
-0.565,1.400,1.872,-90.698,239.929,-119.751
-0.591,1.281,1.800,-101.624,247.559,-139.404
-0.637,1.141,1.695,-111.633,256.409,-157.166
-0.689,0.996,1.596,-126.343,265.442,-170.898
-0.734,0.861,1.526,-150.330,273.315,-183.044
-0.792,0.659,1.418,-181.824,276.733,-193.787
-0.883,0.363,1.238,-214.050,274.719,-202.942
-0.932,0.110,1.113,-240.051,269.592,-210.693
-0.982,-0.194,1.011,-251.770,260.681,-219.604
-0.906,-0.570,0.904,-247.437,254.395,-231.079
-0.801,-0.943,0.845,-229.004,251.404,-236.511
-0.748,-1.230,0.759,-200.989,249.329,-235.046
-0.664,-1.449,0.635,-163.513,252.380,-232.849
-0.534,-1.635,0.472,-119.263,260.254,-230.713
-0.403,-1.783,0.232,-76.721,264.404,-223.694
-0.270,-1.876,-0.055,-44.739,263.489,-207.458
-0.139,-1.908,-0.343,-26.245,255.859,-179.871
-0.012,-1.921,-0.581,-20.569,239.380,-146.973
0.113,-1.897,-0.764,-21.729,216.003,-112.366
0.220,-1.786,-0.884,-25.757,188.965,-77.271
0.272,-1.571,-0.932,-28.137,159.851,-44.861
0.305,-1.308,-0.918,-27.222,132.080,-18.433
0.344,-1.053,-0.867,-24.109,106.750,1.038
0.392,-0.835,-0.794,-21.301,84.351,15.747
0.429,-0.614,-0.700,-19.104,64.880,27.222
0.458,-0.397,-0.599,-17.334,45.593,36.255
0.477,-0.201,-0.483,-15.686,26.672,42.236
0.497,-0.045,-0.359,-15.686,10.803,44.434
0.541,0.047,-0.260,-15.259,0.305,43.823
0.559,0.110,-0.182,-13.184,-6.470,41.748
0.577,0.155,-0.133,-8.423,-11.108,37.598
0.617,0.171,-0.115,-0.793,-14.709,31.921
0.670,0.150,-0.086,8.606,-18.250,26.672
0.735,0.157,-0.018,15.930,-23.804,24.414
0.778,0.209,0.061,20.996,-29.846,24.475
0.801,0.262,0.132,24.414,-34.790,24.963
0.819,0.314,0.211,25.574,-38.513,24.719
0.842,0.390,0.322,23.804,-41.992,22.583
0.862,0.439,0.421,20.935,-43.091,17.700
0.901,0.434,0.494,16.602,-38.025,11.902
0.954,0.383,0.550,13.062,-29.846,5.798
0.981,0.332,0.579,11.108,-22.278,0.183
0.987,0.292,0.569,12.573,-12.817,-4.395
0.998,0.227,0.521,16.174,-1.648,-8.606
1.007,0.165,0.464,21.240,9.033,-11.780
1.011,0.139,0.416,22.644,15.686,-11.414
1.006,0.126,0.389,21.118,18.188,-8.423
1.022,0.113,0.357,18.860,19.897,-4.639
1.027,0.111,0.343,17.090,21.057,-0.061
1.020,0.129,0.313,16.479,22.766,4.761
0.992,0.146,0.294,17.944,23.254,7.690
0.968,0.169,0.281,20.630,24.048,8.179
0.942,0.224,0.278,23.132,25.452,5.737
0.934,0.244,0.274,24.170,25.391,0.854
0.952,0.207,0.269,23.193,24.475,-3.845
0.974,0.159,0.256,21.240,22.827,-5.798
0.981,0.115,0.232,19.653,20.569,-5.310
0.983,0.096,0.217,17.761,17.578,-3.723
0.976,0.090,0.213,15.991,13.306,-0.671
0.962,0.091,0.212,14.343,9.216,3.296
0.951,0.098,0.225,12.024,5.798,7.141
0.952,0.111,0.244,10.559,3.845,10.681
0.943,0.130,0.260,10.315,3.723,13.306
0.944,0.138,0.261,10.864,5.127,15.442
0.946,0.161,0.262,12.573,7.141,16.907
0.927,0.177,0.263,13.733,8.789,18.677
0.922,0.191,0.249,13.062,10.315,19.470
0.915,0.211,0.234,12.878,11.169,19.104
0.893,0.221,0.231,12.512,9.766,18.555
0.876,0.226,0.236,12.207,7.080,16.907
0.879,0.227,0.244,12.390,5.676,14.404
0.886,0.223,0.246,12.878,4.822,12.207
0.892,0.227,0.249,12.939,4.578,10.498
0.898,0.223,0.254,14.038,4.395,9.583
0.906,0.224,0.269,15.503,4.578,8.728
0.911,0.231,0.277,15.869,4.944,8.057
0.913,0.227,0.285,16.907,5.493,7.324
0.910,0.215,0.288,17.944,6.348,6.104
0.912,0.203,0.284,19.287,7.996,4.761
0.907,0.189,0.279,20.691,10.193,3.174
0.896,0.176,0.260,22.766,11.475,1.038
0.892,0.151,0.236,24.780,13.245,-0.916
0.895,0.130,0.213,25.879,14.465,-1.526
0.891,0.122,0.189,25.513,14.038,-0.793
0.889,0.126,0.165,23.560,11.780,1.038
0.887,0.142,0.158,21.667,7.874,2.930
0.885,0.167,0.168,19.836,2.808,4.272
0.891,0.180,0.190,17.456,-1.953,4.822
0.894,0.190,0.219,16.296,-5.310,4.517
0.896,0.201,0.242,16.602,-6.348,3.113
-0.899,0.770,-1.441,-25.208,-29.175,-74.646
-1.036,0.677,-1.769,-30.151,-84.106,-90.027
-1.232,0.566,-2.065,-29.968,-152.771,-103.638
-1.459,0.444,-2.256,-21.484,-239.075,-118.103
-1.747,0.294,-2.183,-2.869,-338.257,-134.705
-1.965,0.018,-1.892,24.658,-434.265,-151.611
-2.136,-0.228,-1.356,59.814,-514.893,-164.062
-2.243,-0.402,-0.557,93.994,-574.890,-166.626
-2.289,-0.493,0.432,121.887,-606.873,-166.199
-2.237,-0.657,1.527,140.137,-612.488,-168.518
-1.993,-0.828,2.628,138.550,-594.727,-165.405
-1.743,-0.905,3.603,116.882,-551.575,-156.189
-1.440,-1.112,4.000,81.909,-479.736,-143.250
-1.329,-1.413,4.000,29.236,-406.433,-122.131
-1.159,-1.542,4.000,-22.400,-339.478,-95.947
-0.861,-1.420,4.000,-49.316,-271.423,-70.618
-0.507,-1.120,4.000,-42.847,-206.421,-49.011
-0.258,-0.688,4.000,-1.587,-136.841,-36.316
-0.019,-0.294,4.000,63.354,-61.890,-37.170
0.118,0.128,4.000,124.390,1.221,-44.189
0.170,0.464,3.795,155.884,47.058,-49.988
0.134,0.710,3.410,150.696,78.857,-54.688
0.046,0.830,3.122,120.361,103.821,-60.608
0.020,0.894,2.957,78.003,126.465,-67.566
-0.007,0.894,2.873,32.410,146.240,-71.472
-0.070,0.893,2.756,-11.230,166.016,-72.327
-0.126,0.847,2.626,-47.363,187.073,-70.251
-0.227,0.814,2.482,-72.815,202.820,-71.838
-0.298,0.801,2.370,-88.013,210.999,-79.895
-0.335,0.769,2.308,-95.703,215.759,-92.529
-0.372,0.755,2.228,-99.731,222.229,-106.262
-0.406,0.663,2.119,-101.685,236.572,-119.019
-0.430,0.518,1.998,-106.018,252.563,-130.127
-0.430,0.383,1.898,-114.197,266.357,-139.160
-0.454,0.252,1.798,-125.305,277.710,-143.677
-0.498,0.179,1.727,-136.292,287.842,-145.752
-0.558,0.122,1.685,-143.494,299.072,-148.865
-0.600,0.064,1.637,-143.921,312.927,-153.992
-0.643,0.001,1.548,-137.024,328.613,-160.461
-0.689,-0.104,1.369,-124.451,346.313,-168.823
-0.708,-0.239,1.104,-110.718,361.450,-174.683
-0.730,-0.361,0.822,-100.403,368.408,-177.612
-0.756,-0.506,0.524,-91.919,365.540,-178.162
-0.760,-0.645,0.199,-84.412,355.408,-176.025
-0.732,-0.754,-0.122,-74.951,341.980,-171.570
-0.664,-0.840,-0.441,-63.232,326.416,-164.307
-0.551,-0.916,-0.717,-51.147,305.725,-154.907
-0.422,-0.984,-0.942,-40.955,278.198,-143.677
-0.314,-1.035,-1.129,-32.959,245.422,-131.470
-0.193,-1.103,-1.276,-24.353,208.435,-121.155
-0.034,-1.184,-1.348,-13.123,167.786,-110.596
0.111,-1.249,-1.327,-2.991,126.648,-96.313
0.219,-1.252,-1.238,4.028,90.271,-77.942
0.301,-1.191,-1.086,10.071,59.875,-57.861
0.375,-1.093,-0.904,15.930,34.729,-39.490
0.436,-0.959,-0.734,21.729,16.357,-23.987
0.480,-0.799,-0.596,25.879,2.930,-10.376
0.505,-0.650,-0.441,24.902,-9.094,0.061
0.555,-0.507,-0.262,17.822,-21.057,9.216
0.595,-0.404,-0.091,6.958,-29.907,15.808
0.626,-0.355,0.052,-3.296,-34.058,19.348
0.660,-0.316,0.165,-11.963,-34.851,21.729
0.692,-0.291,0.233,-17.212,-32.898,24.231
0.713,-0.285,0.276,-21.240,-29.480,27.039
0.741,-0.290,0.309,-25.635,-26.855,30.823
0.764,-0.251,0.348,-26.978,-26.245,34.729
0.792,-0.189,0.363,-21.301,-24.841,36.560
0.831,-0.127,0.372,-10.254,-21.606,36.865
0.847,-0.019,0.387,0.488,-18.982,37.415
0.844,0.098,0.408,6.470,-19.165,36.316
0.857,0.170,0.428,9.094,-20.386,32.227
0.860,0.211,0.458,10.498,-21.301,26.978
0.862,0.251,0.494,11.841,-20.569,21.057
0.865,0.283,0.536,13.184,-17.822,14.771
0.876,0.288,0.559,14.526,-12.695,8.240
0.882,0.256,0.555,15.137,-5.920,1.282
0.894,0.197,0.525,16.052,0.305,-4.517
0.917,0.133,0.491,17.517,5.737,-8.667
0.912,0.090,0.446,17.456,9.766,-10.986
0.909,0.051,0.402,17.090,12.451,-12.268
0.918,0.013,0.363,18.738,14.648,-13.184
0.911,-0.024,0.330,20.386,15.320,-13.123
0.914,-0.060,0.305,22.461,14.771,-12.756
0.903,-0.070,0.290,24.658,13.550,-11.536
0.889,-0.059,0.282,26.001,11.292,-10.681
0.885,-0.067,0.281,26.367,8.179,-10.864
0.897,-0.086,0.282,26.367,5.798,-10.925
0.901,-0.108,0.290,25.024,3.296,-9.644
0.908,-0.118,0.318,23.071,0.793,-7.019
0.904,-0.091,0.353,21.240,-0.122,-4.517
0.895,-0.076,0.371,20.264,1.465,-3.418
0.900,-0.087,0.368,21.240,4.761,-3.906
0.900,-0.105,0.353,24.048,8.057,-4.333
0.903,-0.115,0.331,25.879,9.644,-3.967
0.901,-0.103,0.319,26.489,9.949,-2.380
0.896,-0.084,0.312,26.123,8.850,0.122
0.899,-0.074,0.312,23.926,6.165,2.380
0.908,-0.072,0.324,20.813,2.625,4.150
0.919,-0.058,0.346,18.860,0.244,5.859
0.928,-0.053,0.370,16.968,-1.099,6.897
0.928,-0.050,0.387,17.090,-1.038,6.958
0.929,-0.043,0.395,18.127,0.732,6.409
0.926,-0.038,0.398,19.470,2.136,5.798
0.868,-0.029,0.377,20.874,2.563,4.028
0.940,-0.031,0.361,22.156,0.793,0.977
0.917,-0.024,0.344,22.339,2.563,1.892
0.914,-0.022,0.327,22.522,4.150,2.075
0.925,-0.023,0.306,21.179,2.686,1.770
0.923,-0.024,0.294,19.165,0.122,2.197
0.923,-0.025,0.289,17.639,-2.014,3.113
0.914,-0.026,0.289,16.846,-4.211,3.540
0.915,-0.032,0.298,16.968,-6.470,3.296
0.919,-0.042,0.317,17.944,-7.996,2.747
0.898,-0.036,0.333,19.104,-7.751,2.930
0.917,-0.033,0.359,21.240,-4.456,2.625
0.911,-0.021,0.359,23.010,-2.991,1.648
0.898,-0.014,0.346,25.696,-1.099,0.305
0.898,-0.012,0.328,26.428,0.854,-0.977
0.902,-0.028,0.304,25.635,2.075,-1.648
-1.140,0.902,-1.136,12.817,-149.048,-100.037
-1.374,0.941,-1.376,42.480,-181.396,-125.610
-1.613,0.913,-1.647,79.224,-218.445,-156.006
-1.941,0.835,-1.823,118.225,-266.541,-193.176
-2.177,0.434,-1.808,149.170,-328.796,-225.403
-2.335,-0.019,-1.585,156.494,-407.227,-245.239
-2.420,-0.323,-0.976,130.615,-486.206,-251.892
-2.417,-0.484,0.037,89.722,-537.598,-243.286
-2.351,-0.820,1.383,51.636,-556.030,-231.445
-2.019,-1.189,2.908,25.574,-537.964,-222.778
-1.504,-1.244,4.000,4.456,-485.840,-204.102
-1.259,-1.195,4.000,-8.545,-417.786,-180.847
-1.199,-1.332,4.000,-1.526,-352.722,-168.823
-0.937,-1.546,4.000,19.287,-284.546,-167.358
-0.612,-1.739,4.000,32.837,-226.624,-156.799
-0.361,-1.562,4.000,33.752,-173.950,-128.906
0.029,-1.072,4.000,41.626,-112.244,-100.647
0.240,-0.491,4.000,65.002,-41.443,-85.571
0.343,0.029,4.000,94.788,31.372,-84.839
0.355,0.464,4.000,114.746,90.454,-91.797
0.244,0.695,4.000,109.375,132.080,-96.802
0.163,0.746,4.000,72.693,159.790,-100.281
-0.002,0.628,4.000,17.883,196.289,-98.206
-0.183,0.507,4.000,-38.025,251.770,-90.942
-0.401,0.305,4.000,-83.130,314.880,-84.534
-0.652,0.044,3.785,-109.680,367.798,-85.632
-0.891,-0.142,3.410,-117.920,415.405,-92.102
-1.094,-0.144,2.962,-112.915,461.609,-100.342
-1.220,-0.220,2.312,-97.412,493.774,-107.605
-1.309,-0.286,1.741,-86.487,511.414,-109.131
-1.355,-0.220,1.345,-92.590,511.719,-103.943
-1.358,-0.180,1.051,-103.760,499.268,-99.426
-1.382,-0.168,0.863,-113.403,487.183,-98.755
-1.406,-0.220,0.711,-119.751,475.403,-103.699
-1.379,-0.358,0.560,-114.868,465.210,-113.037
-1.374,-0.439,0.395,-101.929,463.135,-119.080
-1.404,-0.530,0.044,-80.627,465.027,-125.183
-1.320,-0.754,-0.408,-56.091,462.769,-133.240
-1.228,-0.986,-0.936,-38.391,454.407,-134.460
-1.187,-1.197,-1.531,-28.992,435.669,-122.681
-1.126,-1.280,-2.081,-25.696,396.484,-100.220
-0.980,-1.272,-2.472,-25.208,334.351,-72.815
-0.682,-1.191,-2.538,-27.405,258.179,-47.729
-0.414,-1.021,-2.391,-29.358,182.434,-25.574
-0.168,-0.848,-2.080,-21.301,119.873,-9.644
0.025,-0.672,-1.753,-7.690,73.792,-0.183
0.161,-0.520,-1.419,6.958,40.100,3.784
0.262,-0.412,-1.110,19.226,18.738,4.211
0.343,-0.370,-0.827,28.748,5.310,4.028
0.442,-0.351,-0.538,35.522,-6.470,6.104
0.518,-0.301,-0.266,38.757,-15.808,10.742
0.586,-0.232,-0.067,34.180,-21.423,15.747
0.646,-0.191,0.041,23.560,-23.987,20.447
0.693,-0.178,0.078,12.756,-24.658,23.437
0.756,-0.179,0.073,6.165,-24.414,25.208
0.799,-0.159,0.072,3.601,-26.245,27.039
0.813,-0.106,0.099,4.150,-30.518,28.931
0.820,-0.041,0.141,8.606,-34.607,28.320
0.823,0.012,0.185,16.113,-36.011,24.780
0.844,0.046,0.217,24.780,-34.790,19.043
0.896,0.037,0.262,33.508,-31.616,13.062
0.937,0.073,0.322,36.194,-27.100,9.949
0.953,0.126,0.341,35.156,-19.897,8.789
0.957,0.137,0.315,31.128,-12.024,7.812
0.962,0.123,0.274,24.109,-5.676,7.446
0.951,0.089,0.225,16.724,-1.221,8.057
0.938,0.048,0.175,11.047,1.648,8.118
0.930,0.013,0.123,6.775,3.357,8.362
0.926,-0.007,0.069,5.005,4.395,9.949
0.938,-0.039,0.030,4.333,3.540,12.146
0.937,-0.040,0.029,2.136,-1.404,16.846
0.896,0.035,0.058,-1.404,-8.606,21.545
0.885,0.104,0.117,-4.517,-15.625,20.996
0.904,0.112,0.178,-7.874,-21.118,15.808
0.912,0.099,0.209,-6.958,-22.095,9.521
0.924,0.062,0.204,-1.770,-18.250,3.784
0.935,0.021,0.179,5.249,-14.526,-0.183
0.948,-0.013,0.181,9.583,-14.099,-1.404
0.973,-0.031,0.237,9.277,-15.625,0.061
0.974,-0.009,0.285,7.324,-16.174,2.991
1.003,0.013,0.331,8.484,-12.634,4.700
1.009,0.029,0.343,10.498,-7.996,4.944
0.992,0.030,0.314,12.756,-3.052,4.395
0.990,0.008,0.271,14.771,1.221,3.174
0.987,-0.004,0.243,14.526,2.625,3.723
0.969,0.012,0.218,11.719,1.404,6.348
0.960,0.042,0.215,7.507,-1.038,8.606
0.974,0.050,0.216,2.014,-4.883,9.888
0.979,0.053,0.222,-3.845,-9.277,11.230
0.983,0.059,0.227,-8.728,-12.817,13.184
0.983,0.068,0.224,-11.230,-14.465,14.893
0.977,0.080,0.223,-12.573,-15.503,16.113
0.968,0.102,0.229,-11.047,-15.869,16.541
0.958,0.119,0.231,-9.094,-15.991,15.869
0.946,0.125,0.232,-6.287,-16.235,14.465
0.950,0.124,0.232,-3.357,-17.029,12.634
0.958,0.123,0.243,-1.038,-18.494,11.108
0.965,0.127,0.260,0.427,-20.020,10.132
0.967,0.128,0.276,2.319,-20.752,9.460
0.962,0.125,0.288,4.150,-20.386,8.423
0.958,0.117,0.303,7.202,-19.104,6.897
0.947,0.138,0.324,10.437,-17.029,4.944
0.949,0.159,0.336,12.268,-15.076,1.648
0.958,0.151,0.338,11.780,-13.428,-2.197
0.954,0.134,0.328,10.742,-11.169,-4.333
0.960,0.106,0.316,9.155,-8.728,-5.310
0.946,0.081,0.297,7.507,-7.751,-5.432
0.934,0.067,0.279,6.897,-6.775,-5.676
0.941,0.046,0.252,6.409,-5.737,-5.615
0.934,0.034,0.240,6.531,-6.775,-5.310
0.931,0.023,0.237,7.202,-8.728,-4.639
0.934,0.006,0.238,8.057,-10.437,-4.211
0.942,0.000,0.247,9.155,-12.024,-3.662
0.938,-0.001,0.257,10.376,-13.184,-2.563
0.939,-0.001,0.273,11.475,-13.855,-1.404
0.944,0.010,0.292,12.573,-14.038,-0.427
0.940,0.025,0.304,12.695,-13.550,0.244
0.939,0.036,0.310,11.597,-12.695,1.099
0.942,0.047,0.313,10.315,-11.780,1.404
-0.878,0.756,-1.143,12.512,-68.359,-113.708
-0.918,0.602,-1.446,11.902,-96.680,-130.127
-1.075,0.447,-1.718,3.418,-147.766,-134.949
-1.297,0.297,-1.887,-7.141,-217.712,-130.859
-1.585,0.145,-1.929,-17.151,-298.096,-121.155
-1.941,0.053,-1.874,-21.179,-383.484,-113.037
-2.269,0.050,-1.632,-10.132,-470.215,-119.751
-2.365,-0.164,-1.060,16.724,-549.255,-134.460
-2.313,-0.414,-0.266,45.288,-605.347,-141.296
-2.325,-0.641,0.666,64.819,-624.207,-130.310
-2.171,-0.847,1.905,73.547,-618.408,-110.718
-1.971,-0.769,3.328,59.082,-597.900,-84.778
-1.624,-0.361,4.000,21.484,-546.692,-59.082
-1.613,-0.086,4.000,-12.085,-473.328,-43.152
-1.466,-0.257,4.000,-20.020,-387.573,-52.795
-1.162,-0.612,4.000,-13.550,-311.035,-71.777
-0.825,-0.835,4.000,-3.296,-245.300,-73.608
-0.467,-0.622,4.000,15.686,-178.955,-57.007
-0.272,-0.141,4.000,46.448,-112.000,-41.077
-0.089,0.332,4.000,86.670,-44.128,-44.495
0.079,0.666,4.000,121.521,20.569,-62.988
0.132,0.870,4.000,131.165,78.552,-81.177
0.102,0.939,3.628,114.807,122.192,-92.896
0.027,0.839,3.284,87.708,153.076,-102.112
-0.023,0.712,3.057,54.382,174.194,-107.361
-0.074,0.604,2.941,19.653,198.608,-105.469
-0.168,0.572,2.908,-11.963,225.403,-98.755
-0.261,0.769,2.912,-37.354,254.150,-90.820
-0.403,1.022,2.861,-51.575,286.804,-90.698
-0.510,1.084,2.720,-52.979,314.453,-108.459
-0.530,0.960,2.516,-53.040,339.844,-133.362
-0.570,0.836,2.258,-62.683,360.596,-151.550
-0.651,0.692,2.026,-80.383,374.084,-158.875
-0.721,0.540,1.862,-100.647,386.292,-160.217
-0.820,0.452,1.691,-117.310,398.926,-159.973
-0.898,0.313,1.517,-125.610,411.377,-162.231
-0.922,0.158,1.417,-129.150,418.945,-164.246
-0.937,0.090,1.369,-131.958,421.143,-166.260
-1.168,-0.034,1.020,-127.869,423.523,-173.279
-1.162,-0.209,0.717,-109.741,442.871,-191.467
-1.108,-0.410,0.382,-86.670,449.524,-205.017
-1.102,-0.564,0.048,-69.458,443.542,-208.496
-1.057,-0.723,-0.282,-56.763,432.800,-204.102
-0.971,-0.946,-0.594,-47.546,413.940,-195.496
-0.836,-1.134,-0.876,-39.246,382.080,-183.594
-0.671,-1.283,-1.127,-29.297,344.116,-165.955
-0.549,-1.358,-1.336,-19.592,303.955,-143.860
-0.407,-1.381,-1.488,-12.939,260.742,-121.094
-0.256,-1.382,-1.522,-7.446,214.478,-98.572
-0.124,-1.362,-1.423,-3.174,167.847,-75.562
-0.023,-1.296,-1.291,1.953,129.517,-54.443
0.073,-1.241,-1.185,13.489,104.004,-37.720
0.175,-1.144,-1.085,28.015,83.862,-23.315
0.256,-1.003,-0.984,35.950,63.354,-8.911
0.343,-0.856,-0.848,34.973,42.664,5.066
0.422,-0.700,-0.684,25.635,22.339,20.630
0.477,-0.546,-0.500,8.179,2.258,37.659
0.515,-0.405,-0.317,-10.681,-14.465,51.392
0.559,-0.276,-0.169,-24.475,-25.391,60.181
0.609,-0.178,-0.057,-30.151,-29.785,63.232
0.664,-0.094,0.027,-28.076,-30.701,60.791
0.726,-0.053,0.113,-20.935,-29.236,54.688
0.797,-0.015,0.176,-10.742,-24.719,47.302
0.837,0.008,0.203,1.526,-17.883,39.063
0.864,0.021,0.207,13.794,-11.475,31.006
0.887,0.054,0.201,23.499,-6.836,24.780
0.892,0.094,0.178,26.917,-3.845,21.057
0.894,0.118,0.150,25.696,-2.441,19.226
0.915,0.126,0.139,21.301,-4.395,18.494
0.927,0.135,0.138,15.625,-7.690,18.982
0.934,0.147,0.130,10.132,-10.254,19.714
0.931,0.151,0.138,5.066,-12.146,20.325
0.936,0.136,0.150,1.038,-12.207,19.409
0.936,0.099,0.153,1.404,-9.827,16.235
0.941,0.042,0.153,6.348,-5.920,10.925
0.945,-0.012,0.157,14.893,-0.366,5.371
0.928,-0.044,0.146,25.208,7.568,0.977
0.914,-0.069,0.116,34.485,15.808,-2.014
0.904,-0.099,0.074,41.077,21.240,-3.662
0.894,-0.122,0.034,44.373,23.560,-2.930
0.873,-0.107,0.008,43.762,22.949,0.244
0.867,-0.090,0.001,40.588,19.653,3.540
0.857,-0.078,0.006,35.889,14.709,5.554
0.855,-0.064,0.027,31.738,8.850,5.798
0.856,-0.071,0.055,27.222,5.127,5.676
0.861,-0.097,0.080,23.499,4.822,5.432
0.885,-0.138,0.100,21.667,5.859,5.981
0.905,-0.153,0.116,21.545,6.348,7.629
0.916,-0.139,0.122,22.461,6.592,10.193
0.910,-0.112,0.115,23.987,6.592,13.184
0.897,-0.076,0.097,24.658,5.798,15.503
0.880,-0.027,0.069,25.024,4.089,17.029
0.882,0.017,0.055,24.170,3.174,17.700
0.885,0.052,0.053,22.278,-0.061,17.273
0.877,0.077,0.049,19.043,-5.127,16.663
0.860,0.100,0.055,15.625,-9.460,15.991
0.843,0.107,0.055,13.184,-11.719,13.916
0.851,0.087,0.045,13.428,-11.841,10.437
0.885,0.065,0.032,15.808,-12.329,6.775
0.922,0.062,0.030,18.127,-13.855,4.272
